recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,ID
8841,411.122,291.277,22.689,0.05,0.962,0.107,41961.01
8842,96.279,292.818,22.315,0.051,0.926,0.061,41963.0
8843,94.267,298.063,21.241,0.043,0.738,0.051,41963.01
8844,138.96,294.299,23.297,0.033,1.009,0.123,41967.0
8845,172.721,294.1,21.829,0.054,0.867,0.056,41969.0
8846,476.22,293.934,20.186,0.02,0.685,0.059,41973.0
8847,523.45,301.553,20.11,0.016,0.691,0.023,41974.02
8848,618.989,293.627,23.59,0.19,1.128,0.282,41975.0
8849,23.884,295.275,23.727,0.126,1.208,0.232,41976.0
8850,258.344,295.002,22.083,0.046,0.791,0.081,41978.0
8851,464.276,295.222,21.178,0.024,0.747,0.028,41983.0
8852,535.079,295.021,24.386,0.072,1.348,0.154,41984.0
8853,634.419,294.968,20.113,0.015,0.711,0.025,41985.01
8854,633.201,298.329,20.469,0.011,0.729,0.015,41985.02
8855,195.595,295.607,23.965,0.099,2.136,0.116,41990.0
8856,292.201,295.882,22.927,0.042,1.135,0.055,41992.0
8857,493.195,296.119,22.37,0.048,0.923,0.076,41994.0
8858,564.285,296.451,21.816,0.034,0.808,0.104,41995.0
8859,44.83,296.722,24.613,0.188,1.368,0.198,41996.0
8860,49.256,298.844,21.343,0.022,0.853,0.032,41996.01
8861,80.968,297.107,23.666,0.15,1.167,0.191,41997.0
8862,401.066,296.73,23.552,0.062,1.068,0.09,41999.0
8863,734.509,296.71,24.174,0.111,1.286,0.159,42002.0
8864,675.858,297.661,21.977,0.101,0.891,0.105,42008.0
8865,283.924,298.76,22.367,0.049,1.002,0.161,42011.0
8866,282.579,301.346,20.588,0.017,0.699,0.023,42011.01
8867,306.134,298.939,23.16,0.08,1.066,0.092,42012.0
8868,389.378,299.148,20.391,0.01,0.714,0.019,42013.0
8869,486.244,298.729,24.38,0.1,1.326,0.165,42014.0
8870,231.785,299.736,24.041,0.119,1.407,0.136,42018.0
8871,351.984,299.815,19.901,0.015,0.702,0.023,42020.0
8872,345.664,302.507,21.858,0.03,0.777,0.048,42020.01
8873,374.13,299.843,19.309,0.012,0.869,0.014,42021.0
8874,366.815,302.667,24.233,0.178,1.266,0.204,42021.01
8875,369.117,306.727,22.405,0.061,0.932,0.068,42021.02
8876,692.79,299.565,23.344,0.052,1.075,0.074,42022.0
8877,238.265,300.575,22.709,0.039,0.993,0.043,42024.0
8878,293.815,300.644,24.663,0.176,1.299,0.251,42027.0
8879,457.019,301.072,23.94,0.139,1.096,0.17,42028.0
8880,452.207,312.195,23.819,0.149,1.087,0.272,42028.02
8881,466.66,304.378,22.765,0.062,0.464,0.172,42028.03
8882,447.528,314.117,20.438,0.014,0.685,0.032,42028.04
8883,443.153,318.695,20.515,0.016,0.743,0.03,42028.05
8884,703.525,301.323,21.884,0.062,0.875,0.072,42029.0
8885,702.977,309.839,18.354,0.026,0.954,0.028,42029.01
8886,133.631,302.118,21.967,0.013,1.029,0.026,42031.0
8887,136.971,303.29,22.846,0.068,0.994,0.082,42031.01
8888,129.476,307.185,20.044,0.017,0.676,0.027,42031.02
8889,219.928,301.938,21.833,0.021,0.854,0.038,42033.0
8890,289.001,301.91,24.078,0.093,1.313,0.103,42034.0
8891,312.36,301.749,23.792,0.183,1.187,0.21,42035.0
8892,408.544,302.123,23.976,0.096,1.173,0.162,42036.0
8893,591.732,301.973,20.504,0.102,0.706,0.105,42038.0
8894,21.239,303.104,22.108,0.048,0.929,0.126,42039.0
8895,17.754,305.932,25.294,0.0,2.707,0.0,42039.01
8896,628.921,303.088,23.312,0.061,1.042,0.07,42044.0
8897,631.145,305.018,22.114,0.03,0.953,0.039,42044.01
8898,635.198,306.436,21.029,0.016,0.821,0.115,42044.02
8899,66.295,303.85,21.259,0.016,0.749,0.026,42048.0
8900,63.969,305.531,23.814,0.15,1.107,0.179,42048.01
8901,97.862,304.066,20.778,0.027,0.691,0.052,42049.0
8902,249.016,302.072,21.418,0.052,0.834,0.075,42050.0
8903,250.166,303.538,20.593,0.02,0.71,0.038,42050.01
8904,395.068,304.36,23.954,0.357,1.371,0.363,42051.0
8905,554.028,303.976,24.701,0.21,1.221,0.237,42053.0
8906,85.157,305.011,22.355,0.098,0.932,0.116,42054.0
8907,85.812,308.976,24.442,0.171,1.389,0.21,42054.01
8908,120.169,305.506,24.817,0.084,1.45,0.181,42055.0
8909,179.804,304.717,22.728,0.049,0.927,0.086,42056.0
8910,438.831,304.768,22.428,0.049,0.937,0.079,42057.0
8911,542.978,306.09,24.745,0.177,1.685,0.237,42067.0
8912,541.446,307.982,23.432,0.066,1.054,0.095,42067.01
8913,692.17,305.835,24.854,0.192,1.544,0.195,42068.0
8914,143.626,306.716,24.335,0.193,1.678,0.223,42071.0
8915,498.561,306.97,24.486,0.175,1.326,0.229,42073.0
8916,38.439,307.606,21.954,0.015,0.903,0.043,42075.0
8917,186.129,308.319,22.261,0.057,0.874,0.063,42076.0
8918,363.81,313.179,24.31,0.223,1.331,0.243,42078.0
8919,370.272,316.089,20.947,0.061,0.687,0.167,42078.01
8920,369.653,316.512,19.545,0.026,0.806,0.061,42078.02
8921,607.077,307.568,24.232,0.174,1.485,0.182,42080.0
8922,149.99,308.606,21.845,0.017,0.86,0.03,42082.0
8923,425.973,309.336,23.753,0.073,1.292,0.087,42083.0
8924,510.255,310.332,21.023,0.037,0.718,0.044,42088.0
8925,416.79,311.1,21.069,0.013,0.757,0.026,42092.0
8926,30.674,312.26,21.642,0.037,1.069,0.053,42094.0
8927,50.208,311.821,21.47,0.022,0.807,0.029,42095.0
8928,232.236,311.536,24.201,0.111,1.219,0.121,42096.0
8929,570.314,311.99,22.31,0.042,0.902,0.051,42098.0
8930,656.426,311.694,22.851,0.103,0.939,0.118,42100.0
8931,668.263,311.726,22.146,0.079,0.872,0.121,42101.0
8932,73.632,313.346,24.123,0.101,1.209,0.107,42102.0
8933,104.439,314.019,21.048,0.019,0.718,0.023,42104.0
8934,100.055,316.292,19.933,0.014,0.705,0.02,42104.01
8935,93.534,318.812,22.345,0.066,0.927,0.076,42104.02
8936,92.587,323.916,23.971,0.096,1.544,0.152,42104.03
8937,127.693,314.232,22.014,0.078,0.878,0.211,42105.0
8938,165.628,314.306,25.253,0.114,2.177,0.14,42106.0
8939,218.43,313.589,23.43,0.104,1.229,0.123,42107.0
8940,219.973,314.66,23.043,0.069,1.15,0.094,42107.01
8941,7.098,314.682,21.072,0.041,0.724,0.052,42111.0
8942,144.814,314.93,22.501,0.131,0.903,0.143,42112.0
8943,478.113,315.205,21.821,0.022,0.849,0.023,42115.0
8944,477.839,318.75,22.51,0.033,0.913,0.043,42115.01
8945,482.995,314.954,24.874,0.074,1.395,0.118,42116.0
8946,513.65,315.059,21.609,0.028,0.883,0.033,42117.0
8947,559.35,314.806,23.166,0.053,1.024,0.115,42118.0
8948,64.183,315.935,21.515,0.033,0.854,0.036,42120.0
8949,359.816,315.749,24.666,0.072,1.42,0.135,42122.0
8950,363.158,317.471,23.462,0.087,1.233,0.089,42122.01
8951,500.848,316.271,20.497,0.069,0.662,0.071,42124.0
8952,529.017,316.399,22.96,0.062,1.054,0.082,42125.0
8953,736.501,315.715,22.352,0.038,0.876,0.11,42127.0
8954,47.226,316.61,23.866,0.091,1.377,0.123,42128.0
8955,288.055,317.431,23.036,0.065,1.059,0.082,42130.0
8956,296.447,316.783,22.818,0.186,1.196,0.187,42131.0
8957,426.298,316.891,21.381,0.029,0.783,0.039,42132.0
8958,428.713,318.548,22.303,0.031,0.875,0.044,42132.01
8959,492.513,317.379,19.553,0.007,0.74,0.016,42133.0
8960,493.595,322.439,23.64,0.135,1.132,0.147,42133.01
8961,603.934,316.805,24.255,0.075,1.163,0.162,42134.0
8962,23.229,318.13,24.027,0.1,1.41,0.136,42135.0
8963,81.837,318.524,22.479,0.064,1.023,0.087,42136.0
8964,83.941,317.929,23.102,0.104,1.182,0.128,42136.01
8965,87.944,319.27,23.765,0.134,1.195,0.157,42136.02
8966,85.854,321.922,22.737,0.077,0.984,0.095,42136.03
8967,85.481,324.145,23.713,0.154,1.175,0.182,42136.04
8968,409.284,318.252,21.195,0.042,0.815,0.046,42139.0
8969,414.159,319.644,19.706,0.019,0.737,0.025,42139.01
8970,412.127,324.049,25.346,0.243,1.852,0.259,42139.02
8971,684.824,318.047,23.064,0.107,1.224,0.128,42140.0
8972,682.025,318.461,22.353,0.066,0.98,0.083,42140.01
8973,452.105,318.947,23.484,0.094,0.709,0.141,42146.0
8974,13.401,319.975,20.097,0.024,0.58,0.032,42149.0
8975,15.84,321.783,24.57,0.022,1.243,0.155,42149.01
8976,19.033,320.973,24.602,0.062,1.387,0.158,42149.02
8977,149.675,320.125,21.666,0.04,0.847,0.048,42150.0
8978,626.632,319.888,19.739,0.021,0.592,0.023,42152.0
8979,746.032,320.072,24.506,0.175,1.312,0.259,42153.0
8980,135.888,320.979,20.678,0.026,0.733,0.044,42155.0
8981,463.198,320.954,21.735,0.026,0.919,0.081,42157.0
8982,518.955,320.999,21.272,0.025,0.748,0.032,42158.0
8983,563.909,320.693,22.339,0.067,0.876,0.083,42159.0
8984,193.95,322.327,18.414,0.012,0.94,0.02,42163.0
8985,188.662,323.916,18.028,0.009,0.953,0.012,42163.01
8986,188.341,328.158,21.064,0.038,0.762,0.045,42163.02
8987,195.905,328.087,21.575,0.031,0.817,0.075,42163.03
8988,556.749,321.953,22.119,0.114,0.901,0.151,42165.0
8989,96.013,334.458,22.41,0.042,0.927,0.122,42167.03
8990,91.524,330.265,19.739,0.013,0.707,0.018,42167.04
8991,90.953,327.687,24.044,0.14,1.716,0.152,42167.05
8992,172.682,322.594,22.898,0.04,1.028,0.046,42168.0
8993,174.128,326.943,23.137,0.059,1.03,0.075,42168.01
8994,288.256,323.357,21.767,0.037,0.847,0.047,42169.0
8995,346.042,322.926,25.066,0.25,1.405,0.268,42170.0
8996,385.161,322.654,22.939,0.022,1.024,0.056,42171.0
8997,505.251,323.112,21.873,0.065,1.735,0.068,42172.0
8998,75.171,324.743,22.646,0.378,0.99,0.407,42173.0
8999,79.829,326.942,20.966,0.018,0.738,0.03,42173.01
9000,130.069,323.516,24.296,0.117,1.353,0.136,42175.0
9001,208.567,323.769,23.619,0.076,1.061,0.141,42177.0
9002,687.297,329.874,19.83,0.014,0.713,0.019,42179.02
9003,683.052,334.048,24.266,0.116,1.274,0.149,42179.03
9004,689.824,337.369,21.634,0.041,1.408,0.045,42179.04
9005,717.665,323.896,24.164,0.084,1.33,0.134,42180.0
9006,106.828,325.118,22.908,0.156,1.153,0.162,42181.0
9007,358.645,325.49,21.467,0.053,0.914,0.054,42183.0
9008,393.238,325.334,20.946,0.036,1.733,0.038,42184.0
9009,546.677,325.029,21.225,0.017,0.762,0.042,42185.0
9010,545.157,328.212,24.592,0.218,1.245,0.346,42185.01
9011,644.091,324.624,21.943,0.049,0.871,0.051,42187.0
9012,709.969,324.635,24.532,0.226,1.23,0.285,42188.0
9013,52.108,325.676,22.441,0.029,0.904,0.054,42190.0
9014,158.125,325.865,22.709,0.113,1.117,0.122,42191.0
9015,62.141,326.808,23.463,0.148,1.063,0.156,42194.0
9016,65.257,329.213,20.906,0.014,0.706,0.108,42194.01
9017,136.866,327.02,24.51,0.152,1.269,0.324,42197.0
9018,220.93,327.277,22.167,0.023,0.87,0.061,42199.0
9019,275.559,326.949,20.291,0.031,0.738,0.041,42200.0
9020,274.204,328.579,19.855,0.021,0.694,0.032,42200.01
9021,278.803,329.176,21.74,0.028,0.811,0.057,42200.02
9022,267.976,331.261,21.633,0.017,0.938,0.038,42200.03
9023,341.715,326.689,24.264,0.182,1.213,0.2,42201.0
9024,610.282,326.418,23.96,0.187,1.345,0.207,42203.0
9025,125.951,327.689,24.461,0.153,1.351,0.173,42207.0
9026,368.703,327.935,23.092,0.027,1.011,0.062,42210.0
9027,370.847,332.346,20.577,0.015,0.724,0.024,42210.01
9028,374.079,330.651,23.253,0.157,1.029,0.159,42210.02
9029,587.062,328.192,22.009,0.022,0.832,0.064,42212.0
9030,362.133,329.086,24.333,0.195,1.231,0.21,42220.0
9031,434.025,329.29,19.772,0.017,0.723,0.032,42221.0
9032,674.978,328.791,23.399,0.053,1.124,0.076,42222.0
9033,255.152,330.246,22.456,0.089,0.923,0.094,42224.0
9034,298.509,334.246,21.65,0.04,0.801,0.049,42225.01
9035,115.125,331.06,22.851,0.088,1.022,0.133,42228.0
9036,145.276,331.446,22.41,0.196,1.002,0.199,42229.0
9037,166.777,330.854,21.937,0.031,0.859,0.049,42230.0
9038,285.912,330.438,23.653,0.113,1.339,0.132,42232.0
9039,325.528,330.922,24.223,0.055,1.053,0.132,42234.0
9040,48.426,331.865,21.968,0.023,0.862,0.031,42238.0
9041,134.765,331.797,21.97,0.045,0.884,0.064,42240.0
9042,311.563,333.24,23.898,0.13,1.197,0.152,42243.0
9043,386.481,332.653,23.03,0.098,1.057,0.108,42244.0
9044,452.903,333.034,22.985,0.051,1.06,0.052,42245.0
9045,450.407,333.774,22.855,0.05,0.986,0.058,42245.01
9046,482.825,332.816,20.327,0.047,0.718,0.051,42246.0
9047,540.468,332.684,23.254,0.055,1.049,0.06,42247.0
9048,591.91,332.761,23.695,0.06,1.209,0.07,42248.0
9049,122.32,333.948,23.843,0.099,1.18,0.132,42250.0
9050,459.132,333.862,21.235,0.024,0.791,0.102,42253.0
9051,633.96,334.065,24.052,0.093,1.188,0.264,42254.0
9052,153.785,334.912,24.695,0.163,1.31,0.186,42256.0
9053,472.8,334.452,24.269,0.213,2.398,0.215,42257.0
9054,473.823,338.424,20.294,0.014,0.711,0.021,42257.01
9055,475.931,341.873,22.591,0.06,0.979,0.065,42257.02
9056,42.241,335.349,23.822,0.791,1.198,0.805,42258.0
9057,192.316,335.879,21.448,0.025,0.79,0.033,42259.0
9058,617.417,335.553,23.744,0.106,1.155,0.297,42260.0
9059,621.81,336.247,22.103,0.021,0.92,0.073,42261.0
9060,740.184,335.53,23.538,0.119,1.154,0.162,42262.0
9061,735.842,343.766,21.417,0.035,0.806,0.056,42262.01
9062,69.817,336.812,22.67,0.054,1.002,0.071,42263.0
9063,108.903,336.756,22.825,0.275,1.071,0.292,42264.0
9064,242.883,336.722,23.051,0.15,1.083,0.159,42265.0
9065,328.624,336.831,23.001,0.142,1.06,0.15,42266.0
9066,494.593,336.896,24.079,0.24,1.42,0.283,42268.0
9067,126.831,337.871,22.702,0.065,0.986,0.087,42270.0
9068,259.596,337.898,22.765,0.044,1.016,0.057,42271.0
9069,515.678,338.05,23.449,0.144,1.168,0.156,42273.0
9070,667.69,338.411,22.647,0.057,0.982,0.07,42274.0
9071,116.352,339.482,21.411,0.123,0.857,0.126,42276.0
9072,228.888,339.073,21.091,0.041,0.741,0.046,42277.0
9073,603.66,338.914,20.813,0.015,0.744,0.027,42278.0
9074,166.483,340.431,21.606,0.154,0.812,0.159,42280.0
9075,206.358,340.121,22.841,0.028,0.907,0.064,42281.0
9076,289.12,340.269,21.322,0.013,0.805,0.03,42282.0
9077,285.646,343.576,20.399,0.014,0.704,0.022,42282.01
9078,279.862,342.238,20.213,0.009,0.698,0.019,42282.02
9079,365.652,340.011,25.037,0.128,1.75,0.235,42283.0
9080,681.688,340.214,23.049,0.052,1.063,0.055,42285.0
9081,684.184,344.27,23.148,0.057,1.24,0.075,42285.01
9082,141.038,340.864,24.417,0.105,1.422,0.14,42286.0
9083,427.007,340.895,23.307,0.055,2.129,0.058,42287.0
9084,426.329,343.963,23.427,0.09,1.097,0.117,42287.01
9085,422.798,344.819,24.584,0.126,1.54,0.137,42287.02
9086,486.457,340.99,21.938,0.194,0.756,0.196,42288.0
9087,583.362,340.822,22.318,0.033,0.9,0.053,42289.0
9088,579.925,343.2,24.427,0.147,1.44,0.169,42289.01
9089,618.458,341.084,24.448,0.186,1.513,0.189,42290.0
9090,748.157,341.302,21.504,0.018,0.805,0.045,42291.0
9091,155.909,341.746,24.939,0.098,1.851,0.106,42292.0
9092,237.455,342.198,24.125,0.121,1.422,0.134,42293.0
9093,239.445,344.746,23.291,0.069,1.105,0.085,42293.01
9094,536.583,341.81,24.252,0.085,1.228,0.171,42297.0
9095,44.437,343.412,22.798,0.042,0.998,0.081,42298.0
9096,60.318,342.552,18.78,0.009,0.927,0.017,42299.0
9097,56.981,348.913,20.255,0.015,0.698,0.024,42299.01
9098,327.415,343.312,23.542,0.296,1.233,0.303,42300.0
9099,433.987,342.943,24.724,0.221,1.389,0.325,42302.0
9100,527.423,343.033,23.966,0.136,1.145,0.24,42303.0
9101,564.838,342.478,17.762,0.009,0.988,0.01,42304.0
9102,571.213,346.152,22.012,0.049,0.83,0.053,42304.01
9103,568.203,352.977,22.502,0.065,1.128,0.071,42304.04
9104,562.803,353.955,24.273,0.334,1.373,0.343,42304.05
9105,562.129,340.909,21.945,0.041,0.751,0.118,42304.06
9106,593.948,342.647,20.035,0.081,0.673,0.083,42306.0
9107,95.671,344.351,24.296,0.228,1.499,0.274,42308.0
9108,624.848,343.854,20.358,0.018,0.717,0.022,42311.0
9109,626.246,349.207,22.186,0.024,0.881,0.041,42311.01
9110,307.194,345.104,20.79,0.007,1.35,0.012,42315.0
9111,303.959,346.375,24.197,0.089,1.256,0.158,42315.01
9112,508.992,345.263,22.774,0.13,0.945,0.133,42317.0
9113,508.733,346.819,22.643,0.075,1.058,0.108,42317.01
9114,168.684,346.382,21.308,0.017,0.759,0.064,42318.0
9115,194.784,346.003,20.141,0.02,0.683,0.023,42319.0
9116,196.42,351.997,23.887,0.171,1.271,0.183,42319.01
9117,192.6,354.239,22.85,0.035,0.996,0.061,42319.02
9118,198.056,353.783,22.437,0.049,0.877,0.06,42319.03
9119,272.103,346.001,23.427,0.071,1.12,0.076,42320.0
9120,651.307,345.574,22.363,0.032,0.929,0.06,42325.0
9121,654.242,346.071,24.168,0.097,1.44,0.108,42325.01
9122,655.9,349.247,20.767,0.026,0.746,0.029,42325.02
9123,187.642,347.004,23.759,0.095,1.188,0.128,42327.0
9124,228.239,346.844,22.865,0.075,1.051,0.09,42328.0
9125,365.537,347.388,20.475,0.011,0.714,0.016,42329.0
9126,145.12,347.721,21.692,0.037,0.952,0.038,42331.0
9127,213.719,347.849,20.502,0.015,0.723,0.026,42332.0
9128,436.351,348.099,24.459,0.159,1.369,0.173,42333.0
9129,404.883,348.698,23.486,0.084,1.273,0.088,42339.0
9130,459.605,348.566,21.711,0.032,0.821,0.041,42340.0
9131,674.247,349.111,23.655,0.088,1.108,0.099,42344.0
9132,114.76,350.193,22.058,0.075,0.791,0.099,42345.0
9133,241.577,350.122,23.75,0.119,1.371,0.153,42346.0
9134,276.105,350.035,21.733,0.033,0.832,0.073,42347.0
9135,274.19,354.643,22.832,0.103,0.892,0.18,42347.01
9136,546.861,350.173,21.553,0.014,0.854,0.042,42348.0
9137,88.971,350.934,25.143,0.145,1.366,0.28,42351.0
9138,86.754,353.362,21.499,0.03,0.832,0.037,42351.01
9139,89.064,354.039,20.892,0.025,0.729,0.033,42351.02
9140,91.573,359.224,24.658,0.135,1.435,0.162,42351.03
9141,92.587,362.479,22.071,0.041,1.091,0.06,42351.04
9142,157.7,350.575,23.33,0.199,1.514,0.207,42353.0
9143,267.784,350.922,23.188,0.068,1.164,0.124,42355.0
9144,282.962,351.199,22.247,0.035,0.828,0.128,42356.0
9145,322.815,351.387,23.685,0.159,1.211,0.166,42357.0
9146,318.581,354.41,22.078,0.023,2.554,0.079,42357.01
9147,320.06,356.977,21.209,0.045,0.744,0.048,42357.02
9148,32.725,352.15,24.243,0.139,1.111,0.206,42359.0
9149,176.724,351.639,19.654,0.02,0.736,0.029,42360.01
9150,476.107,352.405,20.313,0.017,0.592,0.02,42363.0
9151,750.602,352.202,20.381,0.01,0.68,0.044,42364.0
9152,143.643,352.574,23.848,0.219,1.509,0.22,42367.0
9153,141.444,356.902,22.375,0.111,0.934,0.112,42367.01
9154,445.012,353.158,23.755,0.125,1.08,0.138,42368.0
9155,443.114,356.996,23.122,0.087,1.069,0.113,42368.01
9156,439.438,360.105,24.299,0.155,2.627,0.159,42368.02
9157,630.773,353.017,22.001,0.056,0.87,0.065,42371.0
9158,716.98,352.869,23.275,0.058,1.135,0.32,42372.0
9159,740.169,353.137,19.628,0.039,0.707,0.042,42373.0
9160,132.802,353.908,22.602,0.051,0.98,0.063,42376.0
9161,427.766,358.344,23.451,0.097,1.188,0.155,42380.0
9162,430.204,360.44,22.019,0.074,1.463,0.177,42380.01
9163,124.939,354.918,23.922,0.173,1.011,0.208,42383.0
9164,373.83,355.075,23.324,0.156,1.121,0.164,42386.0
9165,74.861,355.628,24.317,0.158,2.083,0.173,42389.0
9166,330.834,355.71,24.277,0.111,1.337,0.145,42390.0
9167,19.882,357.244,25.471,0.058,1.61,0.128,42393.0
9168,20.193,359.591,22.759,0.09,1.0,0.094,42393.01
9169,226.149,357.055,23.299,0.058,1.094,0.078,42395.0
9170,352.911,356.976,22.82,0.103,1.084,0.11,42397.0
9171,585.254,357.16,20.906,0.016,0.743,0.031,42399.0
9172,606.664,357.207,20.95,0.021,0.736,0.053,42400.0
9173,213.138,358.27,24.585,0.186,1.423,0.222,42401.0
9174,528.775,358.137,19.849,0.019,0.748,0.043,42403.0
9175,204.82,359.28,21.622,0.025,0.793,0.047,42408.0
9176,343.252,359.159,22.331,0.034,0.903,0.07,42409.0
9177,384.304,358.963,22.894,0.051,0.949,0.1,42410.0
9178,410.189,359.107,22.234,0.03,0.927,0.05,42411.0
9179,326.88,359.871,22.72,0.042,0.963,0.072,42414.0
9180,7.738,361.468,22.571,0.084,0.865,0.102,42417.0
9181,151.186,360.675,22.944,0.064,1.062,0.171,42418.0
9182,242.871,360.561,21.577,0.019,0.795,0.051,42419.0
9183,249.489,361.063,20.911,0.027,0.728,0.034,42420.0
9184,740.098,361.216,21.194,0.163,0.672,0.165,42423.0
9185,423.282,361.429,23.002,0.101,1.167,0.109,42427.0
9186,561.69,361.914,22.66,0.071,0.954,0.101,42428.0
9187,563.878,364.8,19.822,0.017,0.734,0.026,42428.01
9188,292.895,362.729,20.345,0.021,0.699,0.029,42430.0
9189,606.379,362.92,22.217,0.054,0.885,0.065,42432.0
9190,732.998,362.84,25.155,0.477,1.271,0.551,42434.0
9191,83.288,364.302,24.498,0.197,1.392,0.266,42436.0
9192,84.93,368.43,23.251,0.147,1.134,0.232,42436.01
9193,220.913,363.778,23.289,0.047,1.487,0.063,42438.0
9194,268.257,364.139,21.184,0.026,0.819,0.048,42439.0
9195,320.985,363.729,23.997,0.136,1.151,0.155,42440.0
9196,318.8,368.854,21.809,0.039,0.966,0.042,42440.01
9197,575.75,364.202,24.41,0.181,1.199,0.32,42441.0
9198,601.829,362.365,23.998,0.17,1.423,0.227,42442.0
9199,600.503,367.031,21.019,0.032,0.771,0.042,42442.01
9200,641.651,364.324,23.011,0.097,1.498,0.107,42443.0
9201,214.864,364.501,22.091,0.026,0.918,0.036,42447.0
9202,492.497,364.579,21.716,0.032,0.878,0.063,42448.0
9203,493.183,367.071,23.722,0.103,1.156,0.116,42448.01
9204,538.62,365.03,21.191,0.036,0.784,0.038,42449.0
9205,192.073,366.14,22.067,0.033,1.043,0.041,42451.0
9206,193.284,369.752,24.61,0.119,1.423,0.194,42451.01
9207,27.892,366.955,24.24,0.255,1.428,0.258,42452.0
9208,248.847,366.061,25.441,0.213,0.778,0.225,42454.0
9209,327.043,366.734,20.16,0.016,0.712,0.022,42455.0
9210,331.757,368.01,23.906,0.119,1.339,0.168,42455.01
9211,324.786,371.316,22.883,0.049,1.004,0.052,42455.02
9212,322.341,375.675,19.99,0.012,0.765,0.015,42455.03
9213,326.024,377.902,24.796,0.239,1.378,0.373,42455.04
9214,319.864,381.641,21.684,0.033,0.82,0.047,42455.05
9215,328.635,380.354,20.534,0.014,0.713,0.015,42455.06
9216,326.958,386.219,20.896,0.03,0.742,0.039,42455.07
9217,360.277,367.498,23.057,0.069,1.102,0.081,42456.0
9218,363.002,366.789,24.502,0.078,1.417,0.206,42456.01
9219,453.367,367.136,24.214,0.17,1.165,0.187,42460.0
9220,509.422,366.931,20.754,0.031,0.772,0.038,42462.0
9221,499.977,376.026,23.715,0.4,1.141,0.404,42462.03
9222,511.638,377.674,23.069,0.08,1.059,0.101,42462.04
9223,688.782,366.763,24.25,0.119,1.174,0.137,42464.0
9224,176.99,367.437,23.873,0.342,1.394,0.363,42466.0
9225,180.695,368.922,22.744,0.125,1.133,0.138,42466.01
9226,179.317,372.198,21.668,0.042,0.892,0.045,42466.02
9227,260.475,367.639,24.543,0.312,1.54,0.323,42467.0
9228,377.521,367.705,22.865,0.107,1.05,0.134,42469.0
9229,374.725,369.576,24.249,0.163,1.224,0.209,42469.01
9230,50.317,369.286,20.166,0.065,0.74,0.066,42471.0
9231,53.529,371.603,20.923,0.084,0.75,0.085,42471.01
9232,78.973,369.665,22.265,0.081,1.052,0.098,42472.0
9233,158.477,368.456,24.704,0.0,1.756,0.108,42474.0
9234,220.685,369.28,23.572,0.054,1.237,0.081,42476.0
9235,547.172,369.04,19.863,0.01,1.349,0.038,42478.0
9236,641.903,369.229,24.182,0.212,1.283,0.311,42479.0
9237,23.57,369.924,23.455,0.078,1.063,0.092,42480.0
9238,210.052,369.59,22.18,0.058,0.895,0.073,42482.0
9239,208.331,373.487,22.458,0.032,1.072,0.042,42482.01
9240,291.972,370.438,21.646,0.013,0.833,0.047,42483.0
9241,420.266,370.198,23.719,0.133,1.065,0.137,42485.0
9242,416.839,373.051,24.318,0.056,1.418,0.155,42485.01
9243,146.038,371.467,21.375,0.014,0.786,0.022,42488.0
9244,299.187,370.701,22.017,0.138,0.937,0.14,42489.0
9245,433.365,371.125,23.784,0.07,1.261,0.108,42491.0
9246,478.235,370.884,23.545,0.051,1.176,0.063,42492.0
9247,593.303,371.308,23.208,0.035,1.081,0.055,42493.0
9248,711.667,370.984,23.487,0.106,1.18,0.128,42494.0
9249,152.235,371.79,20.872,0.041,0.793,0.042,42497.0
9250,493.73,371.974,24.012,0.102,1.271,0.126,42499.0
9251,740.289,371.534,22.832,0.04,0.917,0.073,42500.0
9252,744.093,377.553,19.222,0.007,0.918,0.012,42500.01
9253,170.284,373.037,22.063,0.022,0.886,0.042,42502.0
9254,638.181,372.805,23.623,0.127,1.11,0.157,42504.0
9255,649.354,372.483,21.081,0.019,0.724,0.037,42505.0
9256,648.823,374.532,21.216,0.028,0.795,0.039,42505.01
9257,33.118,374.35,21.932,0.043,0.89,0.127,42506.0
9258,251.868,374.495,21.048,0.017,0.747,0.019,42509.0
9259,440.336,373.859,22.239,0.126,0.951,0.129,42510.0
9260,443.82,375.606,24.821,0.307,1.607,0.337,42510.01
9261,232.3,381.043,20.989,0.134,0.88,0.148,42515.02
9262,381.362,376.179,22.872,0.053,0.999,0.183,42518.0
9263,426.885,378.267,24.133,0.113,1.349,0.162,42519.01
9264,531.301,380.68,20.476,0.009,0.717,0.032,42522.0
9265,527.152,380.254,20.463,0.027,0.737,0.035,42522.01
9266,559.019,376.148,22.07,0.05,0.863,0.076,42523.0
9267,561.218,378.996,22.456,0.04,0.914,0.059,42523.01
9268,49.377,376.941,23.697,0.162,1.158,0.21,42524.0
9269,273.64,378.157,24.446,0.219,1.25,0.259,42527.0
9270,714.971,378.36,24.452,0.174,1.5,0.185,42531.0
9271,660.023,378.986,24.022,0.179,1.133,0.26,42538.0
9272,63.801,379.806,24.838,0.257,1.332,0.425,42539.0
9273,487.102,379.684,23.554,0.045,1.092,0.094,42543.0
9274,552.486,379.573,24.727,0.198,1.328,0.229,42545.0
9275,557.438,384.112,20.393,0.019,0.718,0.022,42545.01
9276,567.453,380.127,23.702,0.098,1.191,0.117,42546.0
