recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,ID
446,490.311,67.413,21.87,0.139,0.851,0.221,20554.02
447,707.492,63.796,21.37,0.056,0.873,0.06,20555.0
448,131.924,64.967,24.997,0.143,1.6,0.195,20558.0
449,130.328,70.111,20.535,0.013,0.693,0.026,20558.01
450,127.936,73.968,20.969,0.024,0.719,0.036,20558.02
451,128.944,81.481,22.838,0.143,0.858,0.174,20558.04
452,131.308,84.748,23.448,0.053,1.057,0.103,20558.05
453,120.731,88.749,22.929,0.306,0.971,0.432,20558.06
454,129.701,90.301,19.94,0.01,0.899,0.036,20558.07
455,399.053,64.582,24.616,0.162,1.387,0.194,20560.0
456,150.267,65.719,23.32,0.054,1.106,0.072,20565.0
457,145.884,70.581,20.795,0.021,0.733,0.03,20565.01
458,143.425,73.162,23.061,0.149,1.183,0.16,20565.02
459,140.098,68.708,21.605,0.045,0.806,0.06,20565.03
460,342.77,65.995,24.705,0.216,1.122,0.285,20567.0
461,543.288,65.776,23.143,0.091,1.07,0.109,20569.0
462,543.421,71.973,20.197,0.022,0.71,0.041,20569.01
463,534.117,72.745,19.506,0.015,0.799,0.017,20569.03
464,691.892,66.057,21.099,0.032,0.754,0.039,20570.0
465,293.721,67.331,23.959,0.113,1.239,0.131,20574.0
466,298.086,70.34,22.107,0.052,0.855,0.066,20574.01
467,336.972,67.261,22.086,0.039,0.881,0.066,20575.0
468,329.941,57.964,21.22,0.023,1.039,0.036,20575.01
469,326.662,59.856,21.216,0.027,0.701,0.105,20575.02
470,328.352,62.061,21.305,0.054,0.999,0.064,20575.03
471,390.128,67.075,22.805,0.048,0.99,0.05,20576.0
472,387.396,72.204,20.73,0.019,0.746,0.021,20576.01
473,380.641,69.908,21.462,0.039,0.813,0.04,20576.04
474,383.762,67.576,22.891,0.062,1.053,0.082,20576.05
475,378.099,71.735,22.294,0.049,0.889,0.059,20576.06
476,382.264,79.45,24.558,0.205,1.358,0.255,20576.07
477,575.015,66.626,22.298,0.04,0.897,0.05,20577.0
478,677.185,66.768,22.842,0.124,1.056,0.129,20579.0
479,680.859,71.444,19.489,0.014,0.794,0.019,20579.01
480,684.969,69.526,21.291,0.057,0.812,0.06,20579.02
481,363.081,67.835,20.764,0.014,0.807,0.031,20580.0
482,3.246,69.247,24.482,0.0,1.135,0.035,20583.0
483,6.882,68.899,22.233,0.133,0.815,0.182,20583.01
484,10.298,69.775,24.605,0.271,1.113,0.288,20583.02
485,212.458,68.85,23.13,0.055,0.911,0.081,20586.0
486,262.875,68.85,20.454,0.029,0.733,0.036,20587.0
487,522.907,69.005,23.276,0.128,1.006,0.155,20589.0
488,611.052,69.061,20.968,0.064,0.753,0.066,20590.0
489,613.162,73.716,23.189,0.331,1.094,0.335,20590.01
490,222.939,69.472,23.595,0.141,1.125,0.382,20595.0
491,254.048,69.449,22.495,0.051,0.971,0.057,20596.0
492,463.737,69.818,21.436,0.034,0.905,0.054,20600.0
493,93.535,71.063,22.295,0.078,0.875,0.089,20602.0
494,106.877,70.804,22.551,0.03,0.913,0.122,20603.0
495,114.328,71.114,23.173,0.058,0.934,0.21,20604.0
496,166.941,71.118,21.696,0.018,0.809,0.03,20606.0
497,352.22,70.799,23.837,0.151,1.242,0.187,20607.0
498,408.912,70.53,24.264,0.081,1.3,0.104,20608.0
499,190.178,72.321,21.063,0.037,0.729,0.04,20609.0
500,183.157,72.891,24.09,0.096,1.13,0.154,20616.0
501,244.951,73.088,23.017,0.025,1.109,0.047,20617.0
502,426.264,72.606,22.209,0.045,1.06,0.078,20618.0
503,422.436,76.704,20.571,0.021,0.722,0.025,20618.01
504,426.103,78.279,21.286,0.028,0.771,0.04,20618.02
505,432.624,78.677,20.845,0.026,0.704,0.03,20618.03
506,429.093,82.834,19.751,0.011,0.711,0.016,20618.04
507,442.327,68.605,19.676,0.032,0.682,0.049,20618.05
508,431.16,73.749,23.053,0.149,0.971,0.15,20618.06
509,430.658,76.272,23.278,0.094,1.079,0.099,20618.07
510,432.084,67.052,21.816,0.054,1.278,0.122,20618.09
511,433.029,69.444,22.606,0.045,1.225,0.076,20618.1
512,80.104,74.01,22.527,0.086,0.848,0.179,20621.0
513,135.978,73.552,24.371,0.128,1.142,0.143,20623.0
514,727.304,73.944,22.169,0.031,0.989,0.036,20627.0
515,733.454,74.388,22.41,0.086,0.886,0.092,20628.0
516,739.341,74.148,22.495,0.068,0.941,0.078,20629.0
517,31.717,75.175,23.697,0.095,1.193,0.114,20630.0
518,42.918,75.112,20.367,0.009,0.593,0.02,20631.0
519,175.961,74.68,23.951,0.091,1.087,0.127,20632.0
520,556.939,75.036,21.204,0.021,0.773,0.033,20636.0
521,553.652,80.02,24.989,0.168,1.694,0.21,20636.01
522,671.831,74.593,23.173,0.179,1.099,0.198,20637.0
523,22.956,75.796,19.079,0.017,0.902,0.02,20638.0
524,208.324,79.661,19.83,0.044,0.672,0.047,20639.02
525,205.412,84.529,23.367,0.123,0.465,0.365,20639.03
526,195.509,78.723,20.33,0.026,0.672,0.041,20639.04
527,213.839,82.382,23.735,0.095,1.196,0.141,20639.05
528,296.947,75.97,25.136,0.0,2.606,0.094,20640.0
529,327.254,75.947,21.304,0.017,0.8,0.026,20641.0
530,328.089,79.739,20.94,0.013,0.685,0.021,20641.01
531,331.43,75.336,23.867,0.045,2.001,0.093,20641.02
532,565.309,76.198,24.385,0.199,1.394,0.214,20645.0
533,569.041,78.148,23.779,0.138,1.192,0.148,20645.01
534,631.348,76.462,21.752,0.026,0.832,0.033,20649.0
535,696.461,76.454,22.041,0.152,0.916,0.155,20650.0
536,690.182,78.786,20.785,0.078,0.76,0.08,20650.01
537,712.877,76.909,22.435,0.046,1.013,0.423,20651.0
538,53.935,77.82,23.778,0.073,1.284,0.13,20652.0
539,51.278,79.672,23.603,0.111,1.201,0.124,20652.01
540,53.01,84.987,20.763,0.029,0.734,0.033,20652.02
541,170.247,77.433,21.892,0.028,0.848,0.047,20653.0
542,166.82,79.413,20.059,0.011,0.669,0.014,20653.01
543,405.482,77.474,22.686,0.175,0.99,0.189,20654.0
544,414.501,78.402,22.179,0.12,0.961,0.127,20655.0
545,448.72,77.65,21.985,0.058,1.029,0.07,20657.0
546,446.198,79.07,20.217,0.025,0.691,0.04,20657.01
547,497.009,78.02,24.06,0.073,1.241,0.111,20658.0
548,153.095,79.225,21.266,0.013,0.753,0.031,20660.0
549,148.185,81.669,21.991,0.03,0.86,0.044,20660.01
550,143.889,83.494,23.96,0.082,1.278,0.143,20660.02
551,351.246,78.661,20.354,0.018,0.697,0.019,20663.0
552,399.16,78.435,23.382,0.06,1.193,0.097,20664.0
553,620.248,78.768,23.542,0.087,1.137,0.11,20667.0
554,622.44,82.037,21.24,0.033,0.724,0.061,20667.01
555,621.262,87.938,20.623,0.024,0.705,0.026,20667.04
556,619.807,90.665,21.738,0.04,0.832,0.052,20667.05
557,615.062,93.558,20.517,0.011,0.746,0.014,20667.06
558,229.448,80.282,21.288,0.032,0.8,0.038,20672.0
559,238.795,79.923,20.059,0.049,0.709,0.055,20673.0
560,316.016,76.64,20.353,0.033,0.728,0.034,20674.0
561,315.107,79.955,21.636,0.022,0.75,0.038,20674.01
562,311.176,75.046,21.193,0.261,0.801,0.262,20674.02
563,491.646,80.57,23.228,0.073,1.229,0.103,20676.0
564,608.833,80.09,23.281,0.049,0.989,0.124,20678.0
565,523.034,81.753,21.176,0.039,0.735,0.048,20684.0
566,19.689,82.813,23.095,0.032,1.026,0.083,20687.0
567,21.272,84.775,23.24,0.047,1.012,0.096,20687.01
568,26.3,87.758,20.813,0.031,0.711,0.04,20687.02
569,18.565,89.162,22.34,0.069,0.927,0.087,20687.03
570,29.036,92.211,21.359,0.014,0.731,0.05,20687.04
571,29.96,86.043,21.889,0.024,0.842,0.051,20687.05
572,16.252,94.24,21.514,0.03,0.765,0.04,20687.06
573,36.894,83.13,21.862,0.047,0.79,0.058,20688.0
574,76.396,83.401,22.465,0.026,0.888,0.102,20689.0
575,727.557,82.49,22.096,0.25,0.8,0.253,20691.0
576,108.952,84.076,22.796,0.083,0.764,0.195,20692.0
577,112.054,86.3,23.507,0.133,0.96,0.175,20692.01
578,110.555,91.917,19.881,0.021,0.674,0.047,20692.02
579,138.816,83.843,24.376,0.176,1.267,0.224,20693.0
580,381.089,83.964,22.617,0.064,0.987,0.07,20696.0
581,415.12,83.88,24.748,0.184,1.332,0.199,20697.0
582,442.765,82.85,23.48,0.145,1.233,0.149,20698.0
583,530.285,84.351,24.721,0.193,1.519,0.218,20699.0
584,551.385,83.98,23.389,0.119,1.157,0.123,20700.0
585,596.739,83.602,23.562,0.138,1.13,0.173,20701.0
586,613.115,84.287,23.914,0.173,1.219,0.189,20702.0
587,611.755,87.293,20.68,0.018,0.704,0.023,20702.01
588,639.602,83.68,20.224,0.018,1.255,0.021,20704.0
589,305.589,85.37,24.49,0.181,1.406,0.186,20708.0
590,321.14,85.152,22.529,0.078,0.864,0.121,20709.0
591,690.017,86.181,23.643,0.1,1.095,0.144,20715.0
592,80.749,86.973,23.593,0.054,1.304,0.068,20716.0
593,247.182,86.618,23.929,0.185,1.232,0.187,20718.0
594,462.961,87.193,22.041,0.028,0.886,0.055,20719.0
595,700.214,86.998,23.373,0.118,1.176,0.161,20721.0
596,702.35,88.195,21.714,0.033,0.848,0.046,20721.01
597,704.774,86.678,24.038,0.15,1.256,0.202,20721.02
598,337.593,87.58,23.399,0.085,1.105,0.115,20725.0
599,493.994,87.796,19.644,0.021,0.751,0.027,20727.0
600,260.265,89.0,19.878,0.014,0.706,0.025,20731.0
601,554.526,88.647,22.793,0.076,0.975,0.099,20732.0
602,173.537,89.857,20.604,0.013,0.706,0.021,20734.0
603,216.141,89.931,24.709,0.163,1.365,0.314,20735.0
604,306.509,89.872,23.491,0.064,1.082,0.164,20736.0
605,391.431,89.75,22.326,0.054,0.904,0.07,20737.0
606,389.548,91.566,23.177,0.075,1.271,0.088,20737.01
607,392.302,96.445,21.163,0.043,0.751,0.046,20737.02
608,386.736,97.698,21.426,0.051,0.806,0.057,20737.03
609,400.624,90.914,24.288,0.235,1.222,0.276,20738.0
610,422.037,90.819,24.381,0.108,1.179,0.159,20739.0
611,560.871,90.638,22.739,0.089,0.996,0.108,20740.0
612,564.452,96.613,19.188,0.028,0.466,0.031,20740.01
613,560.091,97.871,23.905,0.136,1.172,0.171,20740.02
614,565.302,103.234,21.04,0.033,0.746,0.047,20740.03
615,592.119,90.875,24.136,0.126,1.249,0.144,20741.0
616,726.841,90.888,24.596,0.287,1.56,0.312,20743.0
617,182.521,91.964,23.551,0.136,1.154,0.155,20747.0
618,186.171,93.924,22.043,0.049,0.83,0.054,20747.01
619,569.995,91.524,23.278,0.086,1.039,0.094,20750.0
620,93.123,94.694,21.513,0.024,0.761,0.029,20751.01
621,90.086,95.281,23.736,0.078,1.147,0.093,20751.02
622,151.831,92.555,24.41,0.286,1.274,0.304,20753.0
623,460.258,92.077,24.384,0.176,1.513,0.4,20754.0
624,463.696,93.237,21.33,0.024,0.776,0.033,20754.01
625,685.418,92.53,20.954,0.006,0.734,0.022,20756.0
626,6.873,93.993,24.524,0.189,1.08,0.309,20757.0
627,40.611,93.638,23.603,0.107,0.99,0.162,20759.0
628,336.11,94.281,22.617,0.023,0.987,0.071,20761.0
629,337.724,96.393,22.034,0.038,0.798,0.072,20761.01
630,362.027,94.108,24.618,0.111,1.298,0.112,20762.0
631,643.257,93.497,23.241,0.116,1.115,0.128,20764.0
632,642.042,97.365,20.027,0.011,0.702,0.025,20764.01
633,638.28,97.398,24.21,0.091,1.166,0.156,20764.02
634,652.065,93.896,24.052,0.213,1.374,0.247,20765.0
635,711.482,94.284,22.793,0.104,1.0,0.128,20766.0
636,166.119,94.607,23.88,0.107,1.085,0.153,20770.0
637,438.279,94.926,24.886,0.319,1.463,0.336,20772.0
638,440.939,95.087,23.13,0.099,1.117,0.113,20772.01
639,441.137,98.962,19.692,0.013,0.721,0.019,20772.02
640,435.585,102.338,23.012,0.025,1.03,0.061,20772.03
641,433.685,106.422,22.002,0.043,0.857,0.05,20772.04
642,584.159,95.379,21.76,0.029,0.817,0.052,20775.0
643,715.95,94.901,23.462,0.089,1.096,0.117,20776.0
644,220.008,95.553,23.3,0.108,1.078,0.126,20778.0
645,293.874,95.698,21.787,0.041,0.874,0.056,20779.0
646,313.82,95.879,24.07,0.163,1.322,0.18,20780.0
647,374.979,95.364,22.853,0.016,1.2,0.047,20782.0
648,536.947,95.979,24.182,0.182,1.275,0.195,20783.0
649,540.028,98.135,21.057,0.029,0.716,0.039,20783.01
650,545.076,98.967,21.06,0.029,1.133,0.036,20783.02
651,660.295,96.435,24.713,0.198,1.571,0.211,20785.0
652,673.431,96.089,23.366,0.232,1.395,0.241,20786.0
653,180.141,97.218,23.604,0.065,1.107,0.116,20787.0
654,100.368,99.316,20.929,0.02,0.714,0.036,20796.0
655,118.116,99.344,21.664,0.015,0.778,0.042,20797.0
656,475.143,98.597,24.461,0.057,2.095,0.087,20799.0
657,481.409,98.987,20.301,0.023,0.712,0.026,20799.01
658,500.48,98.511,22.335,0.038,0.876,0.058,20801.0
659,497.064,101.883,25.088,0.131,1.159,0.238,20801.01
660,631.643,99.2,23.694,0.098,1.17,0.133,20803.0
661,711.404,98.938,24.669,0.046,1.342,0.281,20804.0
662,18.733,99.912,23.448,0.069,1.026,0.116,20805.0
663,82.619,99.971,21.485,0.018,0.859,0.04,20806.0
664,465.288,99.62,21.207,0.02,0.742,0.033,20807.0
665,463.54,103.913,22.159,0.025,0.799,0.069,20807.01
666,458.668,104.558,24.065,0.213,1.306,0.28,20807.02
667,526.179,99.739,20.42,0.014,0.719,0.02,20808.0
668,530.542,99.79,21.816,0.05,0.814,0.064,20808.01
669,522.356,102.407,23.951,0.056,1.28,0.119,20808.02
670,531.163,103.972,22.878,0.081,1.013,0.1,20808.03
671,27.131,100.898,23.433,0.131,1.184,0.137,20812.0
672,45.362,100.728,20.859,0.025,0.709,0.033,20813.0
673,62.822,100.88,20.861,0.032,0.725,0.041,20814.0
674,272.167,101.301,20.326,0.009,0.783,0.184,20815.0
675,264.238,102.841,20.692,0.02,0.704,0.028,20815.01
676,260.717,105.948,24.118,0.188,1.197,0.209,20815.02
677,256.726,104.346,22.194,0.045,0.889,0.057,20815.03
678,361.192,101.204,23.42,0.092,1.066,0.107,20816.0
679,361.507,103.344,21.645,0.031,0.843,0.038,20816.01
680,361.344,107.337,24.383,0.14,1.503,0.199,20816.02
681,354.567,115.902,19.219,0.05,0.854,0.052,20816.04
682,349.977,117.387,22.353,0.059,0.863,0.067,20816.05
683,358.25,116.91,21.551,0.018,0.812,0.06,20816.06
684,362.247,115.849,24.114,0.164,1.154,0.213,20816.07
685,511.784,100.513,22.436,0.08,0.986,0.143,20818.0
686,506.639,103.82,20.397,0.019,0.696,0.048,20818.01
687,106.716,101.959,22.162,0.032,0.839,0.041,20820.0
688,110.294,106.168,24.726,0.208,1.266,0.219,20820.01
689,378.986,101.867,23.833,0.146,1.397,0.156,20821.0
690,193.318,102.869,24.065,0.129,1.184,0.137,20824.0
691,290.191,103.321,21.507,0.029,0.765,0.048,20826.0
692,292.382,102.512,22.12,0.052,0.943,0.255,20826.01
693,296.179,102.756,21.347,0.031,0.758,0.035,20826.02
694,159.636,104.276,21.689,0.035,0.818,0.046,20833.0
695,156.342,105.252,20.199,0.012,0.702,0.018,20833.01
696,180.927,103.323,22.953,0.096,1.135,0.108,20834.0
697,419.38,103.987,23.83,0.135,1.322,0.174,20836.0
698,595.111,103.953,23.808,0.159,1.302,0.198,20841.0
699,55.199,105.187,22.918,0.094,0.948,0.122,20842.0
700,89.209,105.249,23.39,0.034,1.111,0.125,20843.0
701,537.817,104.926,21.325,0.028,0.792,0.046,20848.0
702,279.298,106.073,24.341,0.164,1.262,0.17,20851.0
703,351.221,105.999,23.408,0.082,1.136,0.095,20852.0
704,400.586,105.538,22.949,0.092,0.932,0.136,20853.0
705,736.733,105.863,23.846,0.112,1.163,0.18,20856.0
706,22.847,106.589,21.419,0.012,0.73,0.061,20858.0
707,374.605,107.413,22.812,0.064,0.928,0.117,20860.0
708,384.316,106.981,22.322,0.049,0.851,0.07,20861.0
709,14.501,108.302,21.717,0.049,0.801,0.073,20863.0
710,10.071,112.407,21.88,0.064,0.822,0.089,20863.01
711,37.412,108.079,23.199,0.139,1.278,0.154,20864.0
712,318.201,108.715,19.329,0.011,0.871,0.014,20865.0
713,314.261,109.896,25.205,0.197,2.079,0.225,20865.01
714,331.584,107.501,20.76,0.017,0.745,0.06,20866.0
715,414.195,107.935,21.748,0.156,0.741,0.156,20867.0
716,613.175,108.089,24.843,0.075,1.463,0.105,20869.0
717,646.018,108.042,21.773,0.029,0.862,0.043,20870.0
718,655.963,108.422,21.552,0.027,0.718,0.038,20871.0
719,297.204,108.922,22.946,0.057,1.002,0.061,20872.0
720,441.751,109.021,22.635,0.049,0.969,0.169,20873.0
721,80.703,110.362,22.978,0.078,1.031,0.093,20874.0
722,103.933,110.388,23.499,0.062,1.237,0.085,20875.0
723,106.663,110.947,24.256,0.181,1.217,0.248,20875.01
724,150.249,110.399,22.34,0.044,0.818,0.148,20876.0
725,242.4,110.187,20.393,0.011,0.708,0.015,20877.0
726,239.144,116.238,21.557,0.02,0.827,0.039,20877.01
727,285.505,110.26,23.526,0.106,1.347,0.148,20878.0
728,285.196,112.483,22.205,0.049,0.984,0.063,20878.01
729,480.593,109.874,23.837,0.103,1.219,0.151,20881.0
730,486.23,112.019,21.024,0.027,0.749,0.032,20881.01
731,486.861,115.032,24.956,0.002,1.162,0.281,20881.02
732,487.586,119.724,21.071,0.03,0.724,0.04,20881.03
733,732.112,110.059,22.275,0.18,0.901,0.186,20882.0
734,87.981,111.257,21.299,0.061,0.784,0.067,20883.0
735,90.364,116.018,23.386,0.123,1.164,0.143,20883.01
736,90.012,119.467,24.268,0.18,1.475,0.198,20883.02
737,192.027,111.354,24.334,0.114,1.393,0.137,20885.0
738,389.22,110.59,22.352,0.055,0.968,0.067,20886.0
739,393.283,111.971,20.808,0.02,0.809,0.039,20886.01
740,388.04,115.234,21.375,0.016,0.827,0.029,20886.02
741,385.631,116.96,20.338,0.014,0.686,0.022,20886.03
742,574.096,110.83,24.473,0.091,1.21,0.309,20887.0
743,594.102,110.477,21.625,0.035,0.78,0.061,20888.0
744,119.75,112.213,23.399,0.131,1.086,0.138,20890.0
745,525.13,111.877,20.561,0.037,0.699,0.04,20893.0
746,749.431,111.669,20.174,0.026,0.672,0.032,20894.0
747,750.256,115.004,24.909,0.144,1.322,0.332,20894.02
748,203.108,116.452,22.346,0.047,0.823,0.087,20897.01
749,201.425,119.33,22.705,0.281,0.284,0.365,20897.03
750,214.075,125.932,23.727,0.165,0.917,0.223,20897.04
751,497.242,113.039,24.03,0.125,1.255,0.175,20899.0
752,498.804,115.661,23.511,0.067,1.099,0.101,20899.01
753,676.159,113.139,20.192,0.027,0.689,0.032,20900.0
754,45.337,113.555,22.601,0.068,1.023,0.095,20901.0
755,48.177,116.571,22.408,0.032,0.986,0.053,20901.01
756,113.095,113.913,20.175,0.012,0.68,0.028,20902.0
757,112.013,111.601,22.779,0.055,0.996,0.068,20902.01
758,156.55,113.979,21.628,0.026,0.805,0.036,20903.0
759,178.921,113.285,17.737,0.004,0.983,0.013,20904.0
760,174.02,115.388,20.462,0.02,0.723,0.045,20904.01
761,183.484,117.593,24.711,0.081,1.353,0.644,20904.02
762,184.872,116.895,24.2,0.3,1.378,0.315,20904.03
763,187.273,116.532,23.622,0.028,1.152,0.078,20904.04
764,180.497,118.871,24.011,0.198,1.273,0.289,20904.05
765,189.249,117.822,24.863,0.277,1.061,0.342,20904.06
766,172.254,116.808,22.371,0.049,1.021,0.058,20904.07
767,304.582,114.395,21.649,0.012,0.789,0.061,20905.0
768,310.335,116.238,24.7,0.136,1.446,0.215,20905.01
769,707.483,113.511,22.25,0.047,0.855,0.122,20906.0
770,79.477,114.854,23.72,0.178,1.247,0.195,20907.0
771,79.523,119.656,20.096,0.013,1.039,0.018,20907.02
772,552.273,114.995,24.077,0.176,1.339,0.196,20911.0
773,700.912,115.187,22.444,0.038,0.897,0.071,20912.0
774,264.243,115.92,23.268,0.124,1.114,0.159,20918.0
775,268.094,118.77,21.638,0.043,0.81,0.052,20918.01
776,402.698,116.497,24.236,0.108,1.546,0.129,20922.0
777,518.801,115.462,21.081,0.014,0.743,0.026,20924.0
778,520.206,118.023,23.829,0.12,1.198,0.125,20924.01
779,530.95,116.082,23.651,0.107,1.251,0.128,20925.0
780,588.261,115.696,24.492,0.101,1.304,0.266,20926.0
781,588.143,121.712,20.072,0.01,0.712,0.014,20926.01
782,583.881,123.559,20.387,0.032,0.678,0.033,20926.02
783,582.645,120.084,23.411,0.094,1.126,0.15,20926.03
784,636.051,115.521,19.663,0.02,0.436,0.029,20927.0
785,249.166,117.132,22.348,0.036,0.894,0.058,20932.0
786,339.63,117.132,21.13,0.021,0.737,0.034,20933.0
787,343.236,116.991,23.645,0.075,1.157,0.104,20933.01
788,340.087,119.301,22.79,0.034,1.032,0.072,20933.02
789,374.109,116.966,24.932,0.155,1.513,0.163,20937.0
790,411.327,117.159,20.902,0.067,0.732,0.099,20939.0
791,410.951,120.007,22.269,0.083,0.868,0.092,20939.01
792,406.465,125.946,17.782,0.014,0.978,0.03,20939.02
793,395.677,127.23,21.054,0.011,0.776,0.017,20939.03
794,450.63,116.767,24.029,0.172,1.162,0.247,20940.0
795,472.019,117.628,19.286,0.008,0.891,0.015,20941.0
796,21.467,117.767,22.204,0.064,0.846,0.128,20942.0
797,18.307,118.738,21.4,0.013,0.722,0.077,20942.01
798,26.943,120.4,20.86,0.014,0.714,0.056,20942.02
799,29.679,123.701,24.24,0.179,1.303,0.229,20942.03
800,133.456,117.923,23.056,0.094,0.959,0.198,20943.0
801,129.12,119.682,22.848,0.086,0.951,0.141,20943.01
802,573.784,118.373,22.216,0.021,0.906,0.042,20951.0
803,575.793,120.014,23.288,0.093,1.128,0.109,20951.01
804,573.915,122.457,21.379,0.019,0.787,0.048,20951.02
805,670.453,118.055,23.858,0.142,0.901,0.171,20952.0
806,510.39,118.803,22.866,0.054,0.941,0.094,20957.0
807,652.208,118.831,19.632,0.049,0.753,0.054,20958.0
808,730.1,118.987,22.467,0.136,0.843,0.137,20959.0
809,64.551,119.666,21.435,0.016,0.776,0.022,20961.0
810,70.934,120.563,21.968,0.043,0.999,0.047,20970.0
811,218.489,120.51,21.578,0.044,0.821,0.045,20971.0
812,230.438,120.578,23.071,0.102,1.091,0.115,20972.0
813,438.986,120.881,21.224,0.04,0.844,0.043,20973.0
814,435.565,121.675,23.406,0.108,1.182,0.12,20973.01
815,441.027,122.835,21.539,0.032,0.8,0.039,20973.02
816,446.227,121.435,24.859,0.251,1.939,0.269,20973.03
817,43.958,121.678,23.003,0.079,1.117,0.091,20975.0
818,42.372,126.861,21.291,0.026,0.757,0.031,20975.01
819,277.139,122.008,21.85,0.036,0.856,0.05,20976.0
820,276.122,127.677,21.258,0.02,0.779,0.036,20976.01
821,280.113,128.19,21.309,0.016,0.768,0.021,20976.02
822,285.377,130.002,21.016,0.02,0.774,0.037,20976.03
823,290.101,121.994,22.88,0.08,1.039,0.086,20977.0
824,144.172,123.317,23.32,0.09,1.083,0.226,20981.0
825,140.39,123.675,22.202,0.04,0.872,0.147,20981.01
826,295.774,122.491,24.21,0.139,1.403,0.153,20983.0
827,298.372,125.566,21.086,0.023,0.746,0.029,20983.01
828,294.797,130.89,22.62,0.072,0.934,0.092,20983.02
829,675.331,123.329,22.399,0.071,0.837,0.087,20986.0
830,749.778,122.503,21.36,0.155,0.792,0.194,20987.0
831,112.909,123.515,22.766,0.072,1.038,0.105,20989.0
832,182.248,123.681,24.617,0.169,1.315,0.216,20991.0
833,421.446,124.372,25.169,0.197,2.014,0.239,20992.0
834,456.312,131.094,18.425,0.005,1.122,0.012,20993.0
835,455.37,141.07,19.958,0.015,0.712,0.05,20993.01
836,601.468,123.614,20.936,0.023,0.732,0.045,20996.0
837,598.882,128.424,21.6,0.019,0.79,0.039,20996.01
838,607.73,123.836,22.729,0.073,1.11,0.095,20997.0
839,248.96,124.939,21.897,0.1,0.884,0.104,20999.0
840,373.717,124.75,22.85,0.076,0.89,0.272,21000.0
841,384.64,124.972,24.69,0.215,1.398,0.22,21001.0
842,416.049,124.156,24.538,0.19,1.538,0.202,21002.0
843,132.084,126.289,23.334,0.068,0.886,0.23,21003.0
844,524.162,126.277,21.779,0.025,0.928,0.034,21007.0
845,226.686,127.184,23.067,0.125,1.125,0.132,21010.0
846,618.118,126.833,23.372,0.039,1.057,0.048,21013.0
847,620.066,129.233,24.301,0.231,1.236,0.32,21013.01
848,700.959,128.176,22.328,0.047,0.917,0.065,21015.01
849,706.688,129.806,21.091,0.029,0.738,0.042,21015.02
850,92.568,128.322,19.619,0.011,0.721,0.029,21018.0
851,96.206,128.184,23.633,0.082,1.096,0.205,21018.01
852,87.994,128.719,22.712,0.074,0.874,0.158,21018.02
853,90.939,135.213,21.039,0.022,0.692,0.064,21018.03
854,92.851,139.035,23.384,0.096,1.029,0.107,21018.04
855,164.998,127.585,21.465,0.025,0.791,0.028,21020.0
856,241.741,128.175,23.954,0.369,1.338,0.373,21021.0
857,263.797,128.079,22.242,0.065,1.002,0.068,21022.0
858,261.94,131.965,20.086,0.016,0.707,0.025,21022.01
859,265.69,134.452,22.428,0.031,0.954,0.059,21022.02
860,339.263,128.193,23.194,0.088,1.116,0.124,21025.0
861,336.693,129.607,21.962,0.105,0.973,0.129,21025.01
862,338.832,132.116,22.553,0.039,0.922,0.059,21025.02
863,334.256,133.001,23.685,0.082,1.344,0.121,21025.03
864,547.728,128.526,24.127,0.152,1.405,0.198,21026.0
865,510.379,128.749,23.43,0.069,1.1,0.094,21034.0
866,512.129,134.2,22.494,0.025,1.079,0.049,21034.01
867,560.087,128.634,24.412,0.089,1.355,0.189,21035.0
868,562.887,129.813,23.547,0.073,1.18,0.111,21035.01
869,103.939,129.776,21.293,0.015,0.715,0.121,21038.0
870,100.582,135.897,21.199,0.013,0.706,0.094,21038.01
871,99.445,138.977,24.107,0.109,1.14,0.193,21038.02
