recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,B-V,e_B-V,ID
354,605.457,511.975,17.623,0.005,0.981,0.009,0.752,0.006,2401.0
355,619.992,512.623,20.539,0.025,0.749,0.041,0.428,0.035,2403.0
356,472.953,512.82,20.706,0.045,0.825,0.061,0.447,0.065,2405.0
357,718.273,515.46,19.503,0.01,0.816,0.022,0.571,0.017,2411.0
358,544.405,514.566,20.157,0.028,0.824,0.035,0.542,0.043,2414.0
359,445.804,515.524,20.926,0.059,1.145,0.065,0.661,0.093,2421.0
360,567.62,516.003,20.882,0.053,1.009,0.068,0.545,0.072,2423.0
361,679.296,516.046,20.533,0.024,0.863,0.044,0.626,0.033,2424.0
362,666.919,516.465,20.43,0.027,0.748,0.048,0.523,0.047,2426.0
363,664.845,519.837,20.341,0.03,0.74,0.065,0.602,0.041,2427.0
364,658.463,518.983,20.364,0.041,0.718,0.069,0.583,0.061,2432.0
365,562.767,517.085,19.795,0.019,0.764,0.039,0.518,0.024,2434.0
366,477.413,517.336,19.935,0.019,0.828,0.027,0.57,0.031,2439.0
367,737.034,518.455,18.317,0.005,0.586,0.013,0.38,0.007,2443.0
368,724.144,519.583,19.609,0.016,0.766,0.023,0.524,0.025,2448.0
369,552.86,519.791,17.534,0.005,1.006,0.01,0.778,0.008,2452.0
370,445.753,521.543,21.619,0.131,0.979,0.178,0.676,0.184,2460.0
371,582.564,521.466,20.171,0.038,0.891,0.047,0.519,0.054,2461.0
372,461.872,521.592,16.73,0.003,0.252,0.009,0.124,0.005,2463.0
373,702.758,521.776,19.769,0.014,1.372,0.02,1.209,0.028,2465.0
374,589.552,522.985,18.62,0.009,0.973,0.014,0.713,0.012,2472.0
375,694.544,523.037,20.294,0.026,0.768,0.043,0.6,0.033,2473.0
376,543.932,523.265,19.856,0.037,0.688,0.078,0.404,0.046,2474.0
377,624.689,523.666,16.578,0.005,1.084,0.01,0.978,0.006,2476.0
378,610.218,523.951,20.883,0.034,0.983,0.052,0.64,0.052,2477.0
379,514.668,524.153,21.018,0.038,0.974,0.067,0.378,0.086,2478.0
380,508.376,527.77,20.132,0.038,0.832,0.053,0.511,0.05,2480.0
381,472.009,526.399,16.718,0.017,0.312,0.047,0.13,0.022,2491.0
382,487.621,527.424,19.365,0.022,0.78,0.028,0.237,0.054,2495.0
383,653.367,532.139,19.938,0.046,0.664,0.086,0.487,0.06,2496.0
384,522.156,527.677,17.902,0.015,0.932,0.018,0.706,0.024,2498.0
385,607.694,528.737,20.995,0.051,0.775,0.069,0.786,0.062,2505.0
386,638.757,528.703,21.847,0.109,0.919,0.169,0.648,0.15,2507.0
387,548.438,532.062,19.917,0.025,0.761,0.032,0.467,0.033,2510.0
388,501.4,529.705,20.501,0.037,0.848,0.057,0.663,0.065,2513.0
389,556.871,530.599,16.826,0.004,1.016,0.008,0.804,0.006,2515.0
390,734.052,531.144,21.817,0.049,1.114,0.071,0.689,0.079,2518.0
391,690.582,531.438,16.512,0.004,1.065,0.008,0.86,0.007,2522.0
392,715.424,531.692,16.946,0.005,0.187,0.009,0.066,0.008,2523.0
393,726.3,531.991,17.235,0.005,0.124,0.01,0.035,0.007,2526.0
394,533.997,532.642,20.329,0.035,0.859,0.06,0.55,0.05,2530.0
395,740.286,534.944,20.476,0.025,0.7,0.033,0.562,0.033,2531.0
396,452.225,537.151,20.59,0.031,0.847,0.059,0.298,0.059,2535.0
397,455.034,542.755,20.434,0.03,0.629,0.044,0.376,0.051,2536.0
398,669.46,540.032,19.162,0.012,0.956,0.018,0.693,0.014,2538.0
399,665.817,538.324,19.922,0.02,0.778,0.028,0.505,0.025,2539.0
400,481.751,534.114,20.237,0.023,0.833,0.032,0.375,0.036,2543.0
401,444.229,534.796,18.626,0.013,0.945,0.018,0.688,0.021,2550.0
402,540.003,535.257,18.897,0.013,0.965,0.02,0.708,0.018,2552.0
403,599.82,536.58,16.58,0.006,1.041,0.011,0.849,0.009,2556.0
404,736.495,539.31,19.752,0.019,0.732,0.026,0.525,0.025,2571.0
405,585.752,541.699,20.034,0.022,0.743,0.038,0.487,0.031,2572.0
406,616.296,539.284,20.491,0.03,0.864,0.045,0.606,0.042,2574.0
407,445.433,539.708,19.968,0.021,0.817,0.033,0.441,0.03,2575.0
408,564.886,548.372,20.176,0.054,0.636,0.07,0.559,0.076,2578.0
409,502.719,541.021,19.45,0.023,0.761,0.054,0.529,0.031,2583.0
410,528.92,541.835,19.831,0.045,0.621,0.087,0.444,0.057,2586.0
411,625.532,542.828,20.08,0.02,0.816,0.028,0.447,0.03,2591.0
412,569.971,544.243,20.365,0.032,0.834,0.044,0.642,0.052,2595.0
413,689.711,544.862,16.903,0.004,0.201,0.01,0.087,0.006,2597.0
414,717.096,544.967,21.416,0.039,0.952,0.067,0.663,0.052,2598.0
415,443.782,545.401,20.171,0.04,0.702,0.067,0.436,0.051,2602.0
416,676.161,546.232,21.672,0.053,1.01,0.099,0.896,0.081,2603.0
417,664.833,547.33,19.83,0.013,0.763,0.024,0.519,0.018,2611.0
418,653.948,547.57,20.531,0.046,0.794,0.076,0.572,0.056,2612.0
419,468.855,547.805,16.495,0.005,1.05,0.009,0.833,0.009,2615.0
420,725.35,548.461,21.127,0.034,0.871,0.048,0.633,0.041,2616.0
421,530.604,548.843,20.317,0.042,0.849,0.057,0.476,0.052,2621.0
422,701.049,549.027,20.07,0.019,0.709,0.031,0.503,0.027,2622.0
423,446.057,552.135,20.917,0.058,0.869,0.075,0.547,0.075,2632.0
424,516.775,552.436,20.221,0.024,0.795,0.033,0.453,0.029,2638.0
425,610.528,557.243,21.051,0.052,0.867,0.074,0.536,0.074,2642.0
426,678.565,553.261,21.366,0.04,0.852,0.059,0.605,0.052,2644.0
427,713.761,554.209,20.135,0.016,0.711,0.03,0.515,0.023,2648.0
428,565.359,554.523,21.233,0.066,1.022,0.095,0.785,0.107,2654.0
429,635.964,554.802,16.664,0.006,1.042,0.011,0.809,0.011,2657.0
430,442.877,555.412,20.709,0.054,1.014,0.061,0.415,0.069,2659.0
431,674.725,555.623,20.396,0.015,0.82,0.033,0.526,0.02,2661.0
432,647.703,558.5,20.795,0.04,0.756,0.055,0.946,0.137,2672.0
433,709.002,558.037,19.958,0.026,0.695,0.037,0.501,0.042,2673.0
434,507.871,558.224,17.854,0.009,0.878,0.017,0.717,0.012,2675.0
435,467.401,561.587,18.89,0.029,0.787,0.035,0.607,0.044,2676.0
436,584.818,558.855,19.702,0.02,0.76,0.028,0.51,0.026,2679.0
437,568.597,559.806,19.838,0.021,0.798,0.041,0.558,0.026,2687.0
438,636.15,564.148,21.177,0.053,0.915,0.069,0.581,0.079,2689.0
439,558.106,563.584,19.144,0.036,0.585,0.05,0.51,0.049,2691.0
440,445.62,561.435,19.807,0.026,0.843,0.039,0.467,0.034,2699.0
441,630.216,562.769,18.584,0.008,0.965,0.013,0.718,0.011,2702.0
442,738.231,562.873,16.749,0.005,0.274,0.01,0.148,0.005,2703.0
443,675.969,562.706,21.361,0.043,1.035,0.064,0.773,0.066,2704.0
444,678.872,565.195,21.17,0.061,0.689,0.118,0.659,0.077,2705.0
445,713.154,563.913,20.822,0.024,0.792,0.047,0.529,0.035,2708.0
446,648.327,564.095,19.508,0.016,0.826,0.021,0.574,0.027,2710.0
447,511.854,564.151,21.604,0.141,1.189,0.167,0.752,0.245,2712.0
448,497.181,567.165,19.885,0.016,0.775,0.027,0.519,0.02,2729.0
449,482.642,573.347,20.049,0.052,0.723,0.062,0.459,0.066,2730.0
450,489.707,567.509,20.584,0.026,0.86,0.044,0.504,0.039,2733.0
451,506.201,568.278,21.126,0.06,0.883,0.085,0.535,0.083,2743.0
452,436.959,571.722,21.045,0.047,0.992,0.061,0.332,0.065,2748.0
453,575.853,569.878,20.107,0.04,0.823,0.059,0.544,0.057,2752.0
454,613.997,570.65,18.567,0.009,0.966,0.013,0.728,0.014,2755.0
455,602.375,570.971,22.401,0.182,1.373,0.199,1.352,0.445,2757.0
456,679.64,571.141,19.367,0.017,0.731,0.041,0.491,0.023,2759.0
457,668.491,572.91,21.991,0.099,1.099,0.136,0.311,0.129,2766.0
458,560.311,574.992,18.474,0.006,0.953,0.013,0.722,0.008,2771.0
459,584.648,574.238,19.924,0.023,0.866,0.029,0.502,0.035,2772.0
460,572.739,574.68,20.222,0.04,0.886,0.054,0.512,0.05,2774.0
461,468.86,575.111,17.464,0.006,1.045,0.013,0.908,0.011,2775.0
462,720.849,575.649,20.749,0.034,0.699,0.045,0.567,0.046,2777.0
463,634.643,575.62,19.767,0.016,0.545,0.025,0.333,0.02,2778.0
464,516.85,576.733,21.348,0.097,1.008,0.114,0.618,0.136,2782.0
465,489.722,577.784,17.765,0.008,1.023,0.013,0.784,0.011,2791.0
466,660.879,578.482,19.46,0.045,0.574,0.062,0.495,0.058,2794.0
467,539.821,578.286,21.057,0.055,0.861,0.096,0.727,0.085,2795.0
468,464.236,578.814,16.327,0.004,0.927,0.009,0.659,0.005,2799.0
469,707.019,581.096,21.855,0.069,0.874,0.089,0.715,0.101,2814.0
470,694.411,582.807,21.136,0.029,0.927,0.06,0.728,0.043,2819.0
471,519.264,584.804,18.904,0.014,0.511,0.033,0.053,0.056,2825.0
472,498.351,584.936,16.585,0.004,0.43,0.008,0.234,0.006,2826.0
473,664.974,588.63,18.691,0.008,0.957,0.014,0.672,0.013,2828.0
474,688.917,585.723,18.924,0.011,0.906,0.019,0.668,0.016,2831.0
475,569.856,585.777,19.085,0.011,0.934,0.015,0.716,0.016,2833.0
476,647.818,586.181,16.783,0.005,0.266,0.01,0.118,0.006,2835.0
477,547.704,586.837,19.571,0.014,0.861,0.023,0.609,0.024,2840.0
478,449.764,587.436,17.057,0.009,1.006,0.013,0.759,0.013,2842.0
479,579.798,587.681,19.644,0.026,0.68,0.038,0.589,0.031,2845.0
480,583.108,590.434,20.2,0.025,0.752,0.039,0.531,0.032,2846.0
481,599.182,588.022,21.169,0.06,0.841,0.077,0.47,0.082,2849.0
482,486.763,588.084,20.279,0.04,0.645,0.074,0.485,0.055,2850.0
483,715.063,588.752,16.619,0.004,0.255,0.008,0.106,0.006,2854.0
484,512.325,590.088,21.118,0.078,1.078,0.094,0.6,0.112,2855.0
485,469.769,590.105,21.202,0.067,1.239,0.074,0.56,0.086,2863.0
486,506.255,590.652,20.962,0.059,1.019,0.078,0.661,0.092,2866.0
487,546.734,594.679,21.651,0.118,0.993,0.137,0.64,0.189,2872.0
488,565.586,591.496,16.904,0.004,1.034,0.01,0.812,0.005,2873.0
489,476.995,592.592,20.465,0.043,0.937,0.05,0.517,0.057,2880.0
490,726.409,593.887,18.381,0.014,0.88,0.025,0.642,0.02,2884.0
491,502.241,594.81,21.16,0.09,1.173,0.099,0.798,0.141,2885.0
492,584.187,599.967,20.412,0.061,0.573,0.068,0.523,0.081,2889.0
493,576.412,596.563,16.894,0.004,1.021,0.009,0.821,0.007,2890.0
494,623.92,597.017,21.654,0.051,1.22,0.077,0.856,0.085,2894.0
495,454.761,597.047,16.787,0.003,0.276,0.009,0.107,0.004,2895.0
496,550.982,597.784,20.159,0.02,0.772,0.034,0.48,0.03,2900.0
497,664.412,598.431,20.626,0.024,0.725,0.035,0.451,0.036,2904.0
498,667.479,601.517,19.769,0.017,0.788,0.023,0.519,0.025,2905.0
499,608.319,599.612,20.687,0.023,0.807,0.039,0.711,0.033,2909.0
500,693.563,599.884,21.091,0.031,0.85,0.048,0.626,0.04,2910.0
501,701.179,604.052,19.955,0.017,0.736,0.026,0.462,0.025,2911.0
502,703.752,600.664,20.362,0.022,0.739,0.03,0.529,0.029,2912.0
503,508.414,600.739,18.785,0.066,0.664,0.101,0.516,0.089,2914.0
504,533.393,600.692,20.669,0.047,0.865,0.06,0.45,0.056,2915.0
505,686.938,601.115,21.527,0.044,0.829,0.086,0.551,0.057,2918.0
506,495.168,602.929,20.118,0.025,0.717,0.041,0.477,0.043,2920.0
507,494.506,611.142,21.166,0.058,1.447,0.079,0.838,0.092,2921.0
508,612.311,602.551,20.196,0.017,0.788,0.033,0.524,0.024,2925.0
509,613.972,605.945,20.449,0.02,0.798,0.045,0.451,0.03,2926.0
510,674.736,602.682,17.014,0.004,0.192,0.01,0.07,0.005,2927.0
511,586.099,604.357,19.603,0.019,0.776,0.028,0.554,0.025,2936.0
512,444.319,604.297,16.419,0.004,1.081,0.008,0.819,0.006,2937.0
513,541.158,605.38,20.336,0.033,0.769,0.046,0.473,0.048,2939.0
514,479.067,605.538,19.87,0.033,0.82,0.043,0.433,0.039,2941.0
515,571.901,606.806,18.863,0.01,0.929,0.016,0.75,0.014,2948.0
516,725.885,607.018,20.901,0.031,0.761,0.049,0.52,0.042,2950.0
517,650.109,608.187,20.345,0.021,0.823,0.034,0.586,0.026,2958.0
518,546.585,608.325,19.027,0.017,0.958,0.023,0.718,0.023,2962.0
519,607.619,609.078,21.456,0.064,1.013,0.1,0.637,0.089,2964.0
520,534.145,609.128,21.234,0.064,0.951,0.121,0.604,0.092,2966.0
521,643.492,609.624,22.106,0.086,1.172,0.102,0.554,0.115,2970.0
522,430.024,610.496,20.281,0.044,0.872,0.057,0.452,0.057,2975.0
523,620.077,610.819,20.288,0.026,0.737,0.04,0.486,0.036,2977.0
524,615.602,613.677,21.685,0.065,1.131,0.091,0.6,0.081,2996.0
525,490.201,614.453,20.18,0.033,0.824,0.043,0.479,0.044,2998.0
526,440.541,614.536,21.561,0.134,1.073,0.162,0.139,0.194,2999.0
527,444.433,615.768,19.653,0.018,0.91,0.031,0.521,0.027,3000.0
528,536.159,615.445,19.261,0.014,0.884,0.021,0.617,0.024,3002.0
529,508.754,616.692,16.512,0.005,1.058,0.01,0.832,0.006,3015.0
530,675.16,617.063,19.295,0.023,0.667,0.033,0.503,0.032,3018.0
531,476.04,617.598,19.318,0.028,0.91,0.054,0.578,0.037,3020.0
532,695.697,618.656,18.422,0.007,0.934,0.012,0.702,0.009,3028.0
533,641.715,619.142,17.599,0.006,1.005,0.013,0.76,0.007,3029.0
534,654.18,621.816,20.977,0.038,0.732,0.053,0.48,0.055,3031.0
535,569.209,621.026,16.835,0.005,1.038,0.009,0.816,0.006,3043.0
536,473.154,622.046,20.21,0.042,0.78,0.057,0.32,0.059,3049.0
537,667.102,626.333,20.971,0.033,0.772,0.049,0.491,0.047,3063.0
538,667.824,629.595,20.972,0.024,0.853,0.044,0.477,0.035,3064.0
539,578.982,626.397,18.922,0.019,0.874,0.025,0.694,0.03,3066.0
540,589.851,627.239,16.747,0.004,1.038,0.01,0.845,0.006,3069.0
541,605.335,634.563,21.061,0.032,0.823,0.061,0.623,0.049,3071.0
542,660.106,628.962,21.875,0.056,0.964,0.087,0.269,0.074,3075.0
543,506.921,628.89,17.743,0.012,0.981,0.016,0.711,0.018,3076.0
544,540.559,629.46,16.819,0.006,1.043,0.012,0.816,0.008,3081.0
545,612.451,629.68,20.873,0.044,0.88,0.061,0.657,0.064,3082.0
546,711.728,630.292,17.066,0.004,1.04,0.009,0.797,0.005,3084.0
547,690.604,631.073,21.094,0.025,0.8,0.041,0.583,0.041,3091.0
548,631.431,633.347,19.494,0.047,0.722,0.066,0.66,0.055,3099.0
549,598.213,632.404,18.07,0.005,0.922,0.009,0.779,0.009,3101.0
550,493.743,632.755,21.146,0.069,0.991,0.101,0.627,0.1,3104.0
551,545.961,638.305,20.764,0.031,0.832,0.051,0.478,0.044,3108.0
552,507.287,635.296,20.722,0.035,0.848,0.075,0.733,0.049,3112.0
553,679.321,637.124,21.136,0.037,0.911,0.048,0.535,0.056,3120.0
554,658.738,637.124,19.883,0.052,0.729,0.093,0.465,0.066,3121.0
555,567.517,637.087,19.704,0.028,0.708,0.063,0.509,0.038,3122.0
556,710.494,638.394,18.005,0.005,0.99,0.01,0.724,0.007,3131.0
557,686.032,641.502,17.466,0.007,0.997,0.011,0.746,0.012,3158.0
558,581.458,641.988,16.954,0.006,0.176,0.011,0.074,0.008,3159.0
559,667.55,642.463,20.461,0.02,0.793,0.03,0.479,0.026,3161.0
560,560.08,642.655,17.475,0.03,0.969,0.072,0.734,0.042,3163.0
561,675.393,643.079,21.53,0.037,0.87,0.065,0.513,0.054,3166.0
562,520.847,644.879,19.963,0.03,0.817,0.045,0.447,0.042,3171.0
563,617.838,645.089,19.16,0.009,0.891,0.014,0.68,0.015,3174.0
564,701.043,645.263,21.038,0.025,0.946,0.045,0.576,0.037,3176.0
565,607.865,645.832,17.333,0.005,1.011,0.009,0.74,0.012,3180.0
566,677.805,647.744,20.648,0.025,0.793,0.039,0.482,0.036,3190.0
567,705.376,648.935,21.05,0.027,0.85,0.042,0.532,0.035,3197.0
568,568.803,649.681,21.477,0.064,0.901,0.088,0.666,0.099,3203.0
569,564.207,650.671,20.74,0.042,0.739,0.063,0.55,0.056,3209.0
570,712.218,652.223,22.02,0.055,0.97,0.097,0.682,0.081,3216.0
571,697.135,652.777,21.83,0.058,0.877,0.092,0.709,0.088,3218.0
572,582.604,654.288,19.488,0.053,0.649,0.093,0.503,0.068,3224.0
573,523.548,655.28,19.628,0.017,0.847,0.025,0.515,0.026,3232.0
574,657.092,655.444,21.03,0.038,0.82,0.05,0.541,0.048,3236.0
575,703.119,655.675,20.785,0.032,0.819,0.045,0.575,0.051,3239.0
576,572.178,656.616,20.909,0.05,0.708,0.093,0.437,0.071,3241.0
577,588.648,656.398,20.861,0.042,1.458,0.047,1.275,0.091,3242.0
578,612.234,657.462,21.138,0.047,1.929,0.052,1.715,0.11,3248.0
579,630.987,658.317,16.925,0.004,0.194,0.009,0.091,0.006,3252.0
580,567.457,660.513,17.215,0.005,0.151,0.01,0.034,0.005,3262.0
581,706.661,661.622,21.351,0.056,0.838,0.073,0.583,0.071,3264.0
582,603.731,661.073,20.648,0.047,0.748,0.059,0.47,0.059,3268.0
583,659.146,662.03,22.108,0.101,0.909,0.129,0.464,0.13,3272.0
584,681.817,663.047,22.213,0.08,1.034,0.125,0.277,0.108,3277.0
585,532.125,663.735,21.691,0.091,0.915,0.129,0.655,0.132,3286.0
586,543.35,664.785,18.768,0.016,0.417,0.037,0.281,0.021,3292.0
587,665.309,665.559,20.622,0.025,0.812,0.041,0.523,0.035,3294.0
588,581.546,667.173,20.655,0.046,0.786,0.069,0.516,0.06,3297.0
589,528.034,667.037,20.233,0.025,0.732,0.035,0.466,0.041,3300.0
590,568.679,668.366,20.356,0.074,0.722,0.117,0.492,0.109,3307.0
591,556.162,671.509,16.439,0.006,1.043,0.01,0.832,0.01,3310.0
592,600.794,672.012,19.545,0.023,0.786,0.03,0.512,0.035,3326.0
593,673.103,672.662,19.761,0.015,0.607,0.023,0.386,0.021,3328.0
594,588.93,676.519,20.824,0.046,0.833,0.06,0.466,0.058,3332.0
595,655.543,674.144,17.733,0.004,0.996,0.011,0.761,0.006,3341.0
596,581.11,675.541,18.994,0.032,0.858,0.056,0.621,0.05,3346.0
597,504.342,675.505,20.462,0.036,0.797,0.053,0.438,0.044,3347.0
598,645.223,675.714,19.841,0.018,0.748,0.024,0.48,0.026,3348.0
599,498.781,677.583,20.632,0.05,0.879,0.067,0.435,0.059,3356.0
600,609.338,679.362,18.507,0.007,0.917,0.011,0.676,0.01,3364.0
601,546.986,683.228,18.185,0.007,0.968,0.013,0.717,0.009,3386.0
602,623.361,684.758,19.309,0.015,0.838,0.027,0.42,0.055,3392.0
603,596.173,685.494,20.306,0.043,0.609,0.053,0.445,0.059,3393.0
604,535.16,687.082,20.428,0.032,0.777,0.038,0.489,0.043,3398.0
605,504.979,687.273,22.604,0.206,1.368,0.242,0.343,0.277,3399.0
606,577.181,688.474,19.298,0.014,0.845,0.024,0.588,0.02,3405.0
607,636.011,693.024,21.855,0.061,0.807,0.086,0.387,0.1,3414.0
608,639.94,690.309,21.022,0.021,0.851,0.037,0.518,0.033,3421.0
609,510.868,691.403,20.841,0.139,0.622,0.149,1.098,0.147,3424.0
610,511.15,696.005,21.874,0.092,1.16,0.123,0.744,0.131,3425.0
611,673.408,691.275,16.917,0.005,0.22,0.01,0.089,0.006,3428.0
612,622.288,691.275,20.406,0.019,0.724,0.031,0.513,0.028,3429.0
613,582.794,694.094,20.594,0.08,0.645,0.138,0.668,0.102,3431.0
614,499.5,692.313,22.007,0.109,1.117,0.132,1.096,0.229,3433.0
615,630.901,692.833,20.603,0.028,0.729,0.04,0.473,0.037,3436.0
616,616.102,694.191,22.705,0.182,1.299,0.205,0.298,0.22,3441.0
617,597.397,693.983,21.173,0.03,1.536,0.059,0.861,0.043,3442.0
618,698.959,695.791,19.113,0.018,0.863,0.024,0.691,0.024,3447.0
619,535.102,700.196,20.093,0.019,0.946,0.029,0.715,0.031,3450.0
620,627.429,697.515,19.031,0.01,0.721,0.018,0.559,0.012,3453.0
621,640.492,697.634,18.494,0.006,0.237,0.013,0.148,0.008,3456.0
622,543.726,697.637,18.142,0.007,0.971,0.012,0.724,0.011,3457.0
623,515.334,698.604,21.2,0.055,0.814,0.084,0.497,0.083,3463.0
624,590.068,699.114,20.684,0.053,0.871,0.093,0.611,0.087,3464.0
625,581.609,699.651,20.668,0.023,0.817,0.039,0.489,0.033,3465.0
626,657.246,703.715,19.292,0.01,0.904,0.014,0.652,0.013,3476.0
627,563.344,704.561,18.554,0.008,0.951,0.013,0.733,0.013,3483.0
628,574.98,705.289,19.713,0.023,0.731,0.057,0.518,0.031,3491.0
629,493.412,708.539,19.991,0.018,0.761,0.028,0.506,0.025,3502.0
630,532.081,708.757,20.398,0.029,0.832,0.037,0.524,0.04,3503.0
631,578.197,712.394,20.413,0.031,0.758,0.045,0.568,0.051,3510.0
632,562.856,713.349,20.1,0.02,0.718,0.035,0.486,0.028,3512.0
633,589.64,711.26,19.37,0.015,0.914,0.021,0.661,0.022,3515.0
634,517.669,712.697,19.72,0.025,0.704,0.046,0.53,0.033,3517.0
635,604.869,719.142,19.495,0.023,0.803,0.029,0.556,0.033,3525.0
636,558.169,717.389,20.813,0.049,0.825,0.068,0.679,0.074,3546.0
637,641.934,719.478,21.447,0.037,0.963,0.067,0.613,0.054,3548.0
638,587.706,718.465,20.065,0.02,0.62,0.03,0.303,0.025,3550.0
639,501.967,718.487,21.753,0.08,1.192,0.098,0.545,0.127,3554.0
640,654.041,719.828,21.109,0.032,0.936,0.048,0.676,0.048,3559.0
641,565.555,722.456,20.659,0.029,0.878,0.044,0.601,0.039,3560.0
642,496.726,721.361,20.654,0.022,0.73,0.036,0.544,0.027,3563.0
643,553.031,721.687,17.421,0.007,1.017,0.011,0.763,0.008,3565.0
644,612.443,721.869,21.168,0.046,0.823,0.077,0.787,0.062,3566.0
645,487.234,722.426,21.126,0.053,0.853,0.074,0.509,0.074,3568.0
646,591.308,722.915,20.439,0.017,0.728,0.03,0.57,0.026,3571.0
647,578.224,726.939,20.411,0.031,0.753,0.046,0.472,0.042,3586.0
648,619.452,727.564,19.644,0.019,0.761,0.037,0.503,0.026,3590.0
649,609.493,730.075,19.735,0.013,0.788,0.024,0.482,0.018,3594.0
650,492.676,729.439,18.885,0.013,0.841,0.028,0.635,0.016,3600.0
651,597.218,731.181,20.591,0.018,0.83,0.038,0.493,0.027,3614.0
652,602.861,732.098,17.834,0.004,1.01,0.01,0.754,0.006,3620.0
653,684.505,732.165,16.809,0.004,0.235,0.01,0.109,0.004,3621.0
654,670.896,732.939,19.634,0.007,0.793,0.014,0.524,0.011,3624.0
655,570.043,733.566,20.468,0.028,0.792,0.039,0.506,0.037,3627.0
656,677.261,733.565,21.246,0.046,0.903,0.072,0.675,0.069,3629.0
657,652.133,733.856,18.457,0.006,0.939,0.01,0.708,0.011,3632.0
658,523.924,735.983,16.243,0.004,1.068,0.008,0.839,0.009,3640.0
659,624.437,736.349,17.218,0.004,0.15,0.01,0.03,0.005,3641.0
660,581.176,739.038,20.52,0.022,0.8,0.034,0.528,0.032,3653.0
661,584.566,742.612,19.262,0.011,0.936,0.016,0.797,0.019,3668.0
662,598.967,742.646,20.135,0.031,0.749,0.045,0.5,0.039,3669.0
663,633.131,742.813,19.78,0.011,0.747,0.019,0.5,0.017,3670.0
664,625.06,745.901,21.093,0.031,0.88,0.048,0.636,0.045,3678.0
665,533.488,747.019,21.923,0.078,0.934,0.114,0.648,0.105,3689.0
666,587.466,748.676,19.315,0.015,0.868,0.025,0.574,0.027,3698.0
667,620.625,749.134,20.229,0.026,0.738,0.065,0.486,0.035,3700.0
668,652.329,750.744,22.008,0.072,1.153,0.101,0.66,0.118,3710.0
669,636.0,751.02,20.047,0.012,0.767,0.023,0.47,0.015,3711.0
670,628.105,752.523,20.652,0.023,0.806,0.039,0.516,0.032,3717.0
671,596.376,753.434,19.813,0.017,0.782,0.027,0.476,0.024,3721.0
672,585.527,753.35,18.518,0.007,0.975,0.011,0.727,0.01,3722.0
673,668.574,754.381,20.577,0.021,0.773,0.032,0.471,0.025,3727.0
674,552.285,757.077,19.794,0.016,0.726,0.025,0.577,0.023,3746.0
675,648.023,757.622,20.461,0.018,0.799,0.028,0.583,0.023,3752.0
676,595.88,759.183,21.04,0.047,0.716,0.066,0.576,0.072,3759.0
677,653.252,759.837,21.518,0.038,0.847,0.06,0.569,0.054,3762.0
678,627.956,760.8,19.311,0.007,0.889,0.013,0.654,0.01,3767.0
679,591.018,761.04,21.174,0.025,0.896,0.053,0.608,0.051,3769.0
680,647.868,762.417,20.845,0.022,0.794,0.036,0.526,0.032,3775.0
681,659.056,763.833,20.429,0.031,0.626,0.047,0.53,0.05,3783.0
682,656.138,766.88,20.614,0.025,0.784,0.05,0.62,0.035,3784.0
683,645.105,766.728,21.32,0.033,0.864,0.053,0.505,0.044,3804.0
684,616.89,771.085,18.08,0.005,0.977,0.009,0.746,0.007,3834.0
685,653.352,776.922,21.149,0.044,0.718,0.059,0.622,0.06,3844.0
686,636.587,773.877,21.147,0.048,0.723,0.078,0.624,0.067,3848.0
687,643.457,778.036,21.347,0.034,0.792,0.056,0.569,0.045,3875.0
688,664.619,790.846,21.72,0.049,0.924,0.074,0.569,0.063,3945.0
689,406.61,309.967,20.568,0.017,0.78,0.029,0.449,0.034,5297.0
690,466.555,332.672,19.977,0.045,0.66,0.055,0.301,0.075,5339.0
691,391.071,334.752,20.219,0.021,0.718,0.051,0.511,0.029,5351.0
692,400.123,335.555,19.845,0.018,0.724,0.03,0.481,0.023,5354.0
693,523.96,339.888,20.607,0.042,0.756,0.055,0.59,0.059,5364.0
694,422.17,341.499,20.491,0.021,0.833,0.038,0.688,0.033,5373.0
695,425.037,343.406,19.974,0.02,0.657,0.028,0.522,0.03,5374.0
696,530.119,342.273,19.64,0.015,0.767,0.027,0.509,0.021,5377.0
697,432.292,344.737,20.457,0.025,0.806,0.034,0.539,0.038,5385.0
698,385.155,346.835,21.802,0.044,0.824,0.075,0.72,0.068,5387.0
699,443.347,346.666,20.229,0.027,0.743,0.041,0.564,0.037,5389.0
700,483.859,348.39,21.399,0.039,0.829,0.055,0.511,0.05,5395.0
701,480.505,349.466,20.391,0.017,0.745,0.025,0.498,0.021,5396.0
702,544.69,349.968,19.714,0.046,0.529,0.053,0.47,0.059,5401.0
703,440.015,350.99,20.748,0.026,0.844,0.044,0.518,0.055,5406.0
704,453.563,354.106,21.325,0.04,0.81,0.06,0.734,0.057,5407.0
705,515.909,351.468,20.65,0.019,0.789,0.036,0.498,0.03,5408.0
706,512.681,353.485,19.627,0.014,0.737,0.023,0.538,0.019,5409.0
707,422.713,356.86,20.674,0.027,0.783,0.043,0.529,0.034,5418.0
708,394.405,358.75,19.716,0.033,0.624,0.037,0.474,0.05,5421.0
709,482.627,358.312,19.385,0.017,0.81,0.025,0.545,0.041,5422.0
710,534.599,358.363,21.736,0.051,1.041,0.083,0.739,0.067,5423.0
