recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,B-V,e_B-V,ID
6674,285.939,743.326,19.237,0.008,0.398,0.017,0.124,0.029,6662.0
6675,356.278,746.752,21.394,0.066,0.643,0.089,0.467,0.098,6667.0
6676,103.8,744.34,20.559,0.031,0.708,0.055,0.523,0.039,6668.0
6677,446.873,745.844,20.584,0.072,0.647,0.131,0.426,0.092,6670.0
6678,142.093,745.359,21.613,0.051,0.913,0.064,0.413,0.064,6671.0
6679,388.248,746.028,19.705,0.016,1.606,0.021,1.229,0.026,6672.0
6680,119.932,746.971,21.645,0.038,0.907,0.071,0.524,0.059,6673.0
6681,511.517,747.631,19.772,0.062,0.585,0.104,0.451,0.087,6674.0
6682,193.97,748.474,21.443,0.033,0.776,0.068,0.692,0.044,6676.0
6683,318.069,748.882,19.947,0.029,0.782,0.054,0.578,0.038,6677.0
6684,403.248,749.101,22.391,0.168,1.19,0.197,0.699,0.245,6680.0
6685,761.385,749.501,22.195,0.053,0.934,0.092,0.458,0.068,6681.0
6686,1014.74,750.795,19.818,0.011,0.688,0.022,0.506,0.017,6685.0
6687,411.69,750.562,19.835,0.019,0.705,0.036,0.482,0.025,6686.0
6688,61.718,750.831,19.997,0.017,0.661,0.029,0.473,0.023,6687.0
6689,154.398,751.115,20.445,0.013,0.729,0.024,0.465,0.017,6691.0
6690,435.487,751.252,20.822,0.03,0.961,0.038,0.511,0.04,6692.0
6691,85.742,751.761,20.254,0.029,0.68,0.043,0.5,0.037,6693.0
6692,339.629,752.519,20.758,0.026,0.698,0.038,0.556,0.033,6696.0
6693,742.418,754.742,16.631,0.007,0.368,0.013,0.196,0.009,6699.0
6694,450.778,755.007,19.077,0.016,0.911,0.025,0.653,0.023,6701.0
6695,419.025,755.692,21.145,0.055,0.831,0.078,0.707,0.076,6702.0
6696,212.149,755.458,20.536,0.024,0.688,0.034,0.498,0.03,6703.0
6697,155.981,755.615,21.922,0.039,0.946,0.068,0.462,0.053,6704.0
6698,401.273,756.359,19.481,0.021,0.797,0.035,0.531,0.031,6705.0
6699,542.03,759.792,20.662,0.047,0.594,0.066,0.772,0.062,6707.0
6700,687.886,757.251,19.081,0.059,0.659,0.108,0.53,0.079,6708.0
6701,150.483,757.14,21.16,0.069,0.659,0.082,0.543,0.082,6709.0
6702,529.568,757.49,19.006,0.019,0.886,0.036,0.718,0.025,6710.0
6703,433.655,757.594,19.346,0.021,0.824,0.026,0.6,0.032,6711.0
6704,385.327,757.846,19.588,0.012,0.807,0.023,0.519,0.017,6712.0
6705,782.48,758.119,20.597,0.019,0.748,0.042,0.556,0.028,6713.0
6706,220.442,758.357,20.214,0.045,0.619,0.062,0.487,0.061,6714.0
6707,327.223,758.829,18.644,0.012,1.311,0.018,1.194,0.022,6715.0
6708,354.025,759.117,17.146,0.004,0.144,0.01,0.034,0.005,6716.0
6709,163.882,760.301,19.607,0.012,0.763,0.021,0.548,0.014,6719.0
6710,38.216,760.55,20.463,0.017,0.703,0.036,0.542,0.023,6721.0
6711,308.471,761.186,21.226,0.031,0.896,0.054,0.572,0.042,6723.0
6712,514.148,761.584,20.224,0.025,0.66,0.033,0.476,0.033,6724.0
6713,517.853,763.743,21.11,0.047,0.786,0.064,0.564,0.069,6725.0
6714,442.526,762.451,20.473,0.068,0.596,0.118,0.461,0.093,6726.0
6715,300.862,762.856,22.0,0.061,1.038,0.086,0.669,0.102,6727.0
6716,317.363,763.217,20.26,0.023,0.653,0.038,0.467,0.032,6728.0
6717,472.245,763.874,21.178,0.059,0.708,0.08,0.495,0.082,6729.0
6718,176.162,763.829,20.7,0.027,0.747,0.056,0.486,0.034,6730.0
6719,693.324,764.248,20.59,0.022,0.67,0.037,0.532,0.03,6731.0
6720,696.743,766.568,21.497,0.041,0.93,0.057,0.792,0.055,6732.0
6721,406.755,764.278,20.492,0.028,0.742,0.036,0.43,0.038,6733.0
6722,550.881,764.62,20.279,0.053,0.631,0.09,0.483,0.074,6734.0
6723,923.056,767.719,21.793,0.096,0.471,0.128,0.672,0.136,6737.0
6724,705.928,767.393,20.947,0.049,0.809,0.08,0.727,0.055,6738.0
6725,378.862,767.755,19.761,0.035,0.667,0.046,0.433,0.045,6739.0
6726,281.355,768.874,20.7,0.023,0.85,0.057,0.515,0.038,6740.0
6727,544.566,769.476,21.116,0.031,0.995,0.043,0.596,0.054,6742.0
6728,450.899,770.211,19.638,0.013,0.752,0.023,0.487,0.019,6743.0
6729,334.405,770.224,19.865,0.016,0.734,0.025,0.473,0.021,6744.0
6730,262.762,770.738,20.998,0.056,0.757,0.068,0.567,0.072,6745.0
6731,468.107,770.709,21.193,0.036,0.84,0.077,0.556,0.046,6746.0
6732,473.635,771.263,20.269,0.021,0.747,0.036,0.512,0.031,6747.0
6733,724.71,772.156,17.599,0.007,0.954,0.016,0.705,0.011,6748.0
6734,250.521,772.12,22.008,0.046,0.88,0.081,0.549,0.066,6750.0
6735,127.236,772.481,20.924,0.032,0.704,0.062,0.467,0.04,6751.0
6736,523.838,772.615,20.74,0.042,0.884,0.08,0.562,0.062,6752.0
6737,229.515,778.967,20.841,0.026,0.738,0.038,0.382,0.044,6754.0
6738,440.399,775.52,21.894,0.049,0.862,0.095,0.757,0.071,6755.0
6739,288.654,775.733,19.805,0.025,0.58,0.037,0.343,0.04,6756.0
6740,491.125,775.893,19.361,0.032,0.744,0.065,0.464,0.051,6758.0
6741,878.54,776.265,17.595,0.012,0.963,0.016,0.759,0.018,6759.0
6742,900.892,776.492,20.982,0.066,0.665,0.107,0.652,0.089,6760.0
6743,272.402,777.366,21.579,0.049,0.881,0.074,0.539,0.062,6762.0
6744,484.922,781.446,19.655,0.05,0.649,0.1,0.479,0.067,6764.0
6745,403.916,778.077,21.723,0.054,0.965,0.085,0.406,0.083,6765.0
6746,500.133,784.991,19.737,0.082,0.45,0.086,0.432,0.117,6766.0
6747,391.505,778.685,19.804,0.019,0.748,0.028,0.513,0.024,6767.0
6748,215.396,778.556,21.312,0.041,0.868,0.062,0.588,0.057,6768.0
6749,589.061,778.97,20.491,0.015,0.818,0.033,0.493,0.021,6769.0
6750,765.22,780.203,20.186,0.017,0.705,0.026,0.503,0.023,6770.0
6751,680.081,781.143,20.486,0.025,0.641,0.037,0.552,0.04,6773.0
6752,684.284,782.463,20.174,0.047,0.834,0.069,0.701,0.065,6774.0
6753,205.387,781.011,21.387,0.081,0.565,0.108,0.624,0.124,6775.0
6754,453.306,782.154,21.298,0.052,0.915,0.093,0.547,0.069,6776.0
6755,318.641,782.359,18.026,0.01,0.943,0.016,0.717,0.013,6777.0
6756,365.326,782.616,18.149,0.007,0.375,0.017,0.123,0.009,6778.0
6757,304.564,782.689,20.316,0.045,0.661,0.087,0.53,0.061,6779.0
6758,740.314,785.07,20.857,0.043,0.752,0.059,0.589,0.061,6780.0
6759,737.57,787.634,20.621,0.047,0.59,0.085,0.432,0.074,6781.0
6760,442.094,783.902,19.108,0.019,0.895,0.022,0.505,0.043,6783.0
6761,990.078,785.311,19.613,0.014,0.785,0.022,0.666,0.018,6784.0
6762,221.86,785.132,18.557,0.019,0.857,0.034,0.602,0.027,6785.0
6763,626.581,785.39,19.439,0.013,0.829,0.021,0.62,0.017,6786.0
6764,557.162,786.373,19.883,0.046,0.703,0.08,0.517,0.064,6787.0
6765,29.457,786.505,21.394,0.033,0.771,0.064,0.639,0.046,6789.0
6766,370.609,794.101,20.186,0.028,0.649,0.037,0.471,0.043,6790.0
6767,205.181,787.953,21.131,0.031,0.678,0.05,0.558,0.041,6791.0
6768,653.712,788.847,21.413,0.059,0.609,0.095,0.657,0.08,6792.0
6769,323.902,788.954,20.927,0.042,0.632,0.058,0.734,0.05,6793.0
6770,562.259,789.684,20.475,0.062,0.646,0.11,0.538,0.088,6794.0
6771,189.728,789.874,20.842,0.028,0.676,0.044,0.537,0.037,6795.0
6772,575.152,792.698,20.114,0.035,0.696,0.076,0.471,0.044,6796.0
6773,23.037,793.167,20.859,0.038,0.776,0.064,0.548,0.053,6797.0
6774,411.151,794.206,21.659,0.056,0.821,0.07,0.637,0.084,6798.0
6775,497.686,794.379,21.268,0.027,0.785,0.05,0.597,0.039,6799.0
6776,495.565,797.096,21.193,0.027,2.187,0.03,1.664,0.071,6800.0
6777,640.857,794.428,19.588,0.009,0.795,0.016,0.535,0.013,6801.0
6778,643.73,796.645,20.224,0.017,0.723,0.027,0.513,0.021,6802.0
6779,60.773,794.841,20.076,0.02,0.686,0.029,0.512,0.024,6803.0
6780,363.706,795.642,21.641,0.057,0.797,0.103,0.701,0.084,6804.0
6781,192.232,795.823,19.644,0.033,0.626,0.037,0.474,0.045,6805.0
6782,523.645,798.565,19.639,0.06,0.541,0.08,0.505,0.086,6807.0
6783,670.862,796.13,21.26,0.046,0.777,0.079,0.586,0.077,6808.0
6784,668.327,799.007,20.915,0.034,0.823,0.06,0.567,0.041,6809.0
6785,175.899,795.892,21.662,0.047,0.749,0.074,0.656,0.069,6810.0
6786,654.842,798.712,21.225,0.074,0.606,0.087,0.413,0.098,6811.0
6787,542.82,796.483,21.36,0.032,0.81,0.054,0.639,0.05,6812.0
6788,329.322,796.903,19.82,0.04,0.694,0.055,0.55,0.051,6813.0
6789,357.033,797.587,20.995,0.037,0.972,0.066,0.929,0.047,6815.0
6790,467.332,800.178,21.541,0.039,0.796,0.059,0.608,0.063,6816.0
6791,465.608,802.448,21.665,0.046,0.834,0.065,0.613,0.082,6817.0
6792,883.613,800.323,18.789,0.009,0.666,0.014,0.263,0.011,6818.0
6793,828.892,800.371,20.868,0.024,0.71,0.035,0.529,0.032,6819.0
6794,259.105,800.497,19.642,0.008,0.773,0.018,0.528,0.011,6820.0
6795,805.548,801.007,19.359,0.043,0.62,0.094,0.485,0.054,6821.0
6796,539.924,802.756,17.621,0.012,0.764,0.016,0.55,0.02,6822.0
6797,485.625,803.129,20.199,0.06,0.382,0.065,0.386,0.083,6823.0
6798,273.351,802.711,20.8,0.033,0.719,0.044,0.598,0.043,6824.0
6799,253.51,803.286,20.571,0.032,0.76,0.053,0.541,0.046,6825.0
6800,954.5,804.023,21.628,0.056,0.827,0.112,0.646,0.067,6826.0
6801,334.485,804.265,19.46,0.04,0.669,0.053,0.524,0.052,6827.0
6802,567.487,804.593,20.639,0.018,0.765,0.038,0.466,0.028,6828.0
6803,140.649,805.839,21.468,0.036,0.797,0.058,0.231,0.074,6830.0
6804,322.869,806.171,21.534,0.027,0.876,0.065,0.503,0.04,6833.0
6805,56.606,806.401,20.087,0.031,0.698,0.04,0.479,0.036,6834.0
6806,759.7,807.246,20.743,0.024,1.137,0.057,0.63,0.035,6835.0
6807,384.482,807.343,21.135,0.023,0.861,0.048,0.541,0.039,6836.0
6808,891.068,808.486,21.272,0.031,1.077,0.064,0.583,0.038,6837.0
6809,613.91,809.787,19.526,0.014,0.837,0.02,0.627,0.017,6838.0
6810,401.416,810.447,20.701,0.02,0.74,0.031,0.467,0.026,6839.0
6811,484.16,812.175,21.532,0.061,0.954,0.101,0.825,0.08,6842.0
6812,56.671,811.957,20.351,0.019,0.697,0.032,0.467,0.029,6843.0
6813,527.901,813.106,17.816,0.004,0.928,0.008,0.798,0.006,6845.0
6814,343.439,813.197,20.88,0.048,0.631,0.068,0.541,0.072,6846.0
6815,517.992,814.043,20.631,0.025,0.735,0.058,0.573,0.035,6847.0
6816,237.352,814.016,20.683,0.019,0.73,0.034,0.554,0.026,6848.0
6817,596.916,814.848,20.357,0.052,0.673,0.066,0.421,0.073,6849.0
6818,347.75,814.612,21.083,0.039,0.733,0.052,0.531,0.048,6850.0
6819,136.755,815.467,19.511,0.017,0.754,0.029,0.548,0.02,6852.0
6820,310.885,815.706,21.102,0.031,0.865,0.045,0.478,0.045,6853.0
6821,585.662,815.794,19.246,0.005,0.904,0.011,0.668,0.009,6854.0
6822,587.229,818.969,19.147,0.005,0.929,0.013,0.674,0.009,6855.0
6823,450.424,816.962,21.704,0.051,0.933,0.071,0.656,0.074,6856.0
6824,424.409,816.926,20.323,0.066,0.725,0.106,0.602,0.087,6857.0
6825,340.81,817.269,19.57,0.039,0.676,0.086,0.432,0.052,6858.0
6826,495.959,817.582,20.613,0.034,0.797,0.068,0.384,0.073,6859.0
6827,664.796,818.128,19.122,0.018,0.801,0.027,0.601,0.025,6860.0
6828,320.029,818.264,21.342,0.035,0.892,0.054,0.546,0.049,6861.0
6829,397.297,820.16,21.661,0.041,1.018,0.064,0.446,0.06,6862.0
6830,295.819,820.897,19.734,0.013,0.738,0.019,0.477,0.017,6863.0
6831,348.173,821.266,19.788,0.032,0.644,0.064,0.507,0.041,6864.0
6832,905.737,825.473,21.555,0.045,0.717,0.07,0.654,0.056,6865.0
6833,62.984,821.917,20.828,0.023,0.67,0.039,0.59,0.034,6866.0
6834,482.107,822.168,21.614,0.044,0.78,0.09,0.593,0.062,6867.0
6835,330.886,822.168,20.31,0.018,0.677,0.028,0.497,0.023,6869.0
6836,700.11,822.992,20.481,0.017,0.737,0.03,0.472,0.028,6870.0
6837,671.001,822.956,21.396,0.039,0.798,0.07,0.577,0.058,6871.0
6838,615.981,823.327,20.707,0.023,0.758,0.038,0.46,0.03,6873.0
6839,787.783,826.07,20.487,0.065,0.551,0.069,0.497,0.082,6875.0
6840,151.429,823.37,21.17,0.034,0.818,0.056,0.645,0.045,6876.0
6841,603.959,824.345,21.423,0.039,0.832,0.073,0.578,0.057,6877.0
6842,535.275,824.824,21.388,0.052,0.889,0.096,0.683,0.064,6878.0
6843,502.477,825.869,21.452,0.05,0.909,0.084,0.624,0.059,6879.0
6844,627.964,825.879,20.739,0.022,0.675,0.036,0.49,0.029,6880.0
6845,524.633,826.747,20.185,0.064,0.694,0.079,0.492,0.082,6881.0
6846,356.445,827.206,20.804,0.038,0.824,0.064,0.647,0.05,6882.0
6847,662.381,827.555,20.153,0.034,0.676,0.05,0.463,0.043,6883.0
6848,337.178,827.659,20.565,0.032,0.699,0.07,0.609,0.047,6884.0
6849,284.789,827.959,21.143,0.045,0.847,0.067,0.558,0.061,6885.0
6850,671.195,828.21,21.329,0.044,0.669,0.061,0.15,0.219,6886.0
6851,320.419,829.754,21.033,0.026,0.797,0.044,0.49,0.035,6887.0
6852,64.398,829.712,21.076,0.024,0.727,0.056,0.567,0.032,6888.0
6853,783.806,830.403,20.816,0.02,0.702,0.041,0.557,0.027,6889.0
6854,532.495,830.726,21.175,0.046,0.839,0.069,0.517,0.058,6890.0
6855,793.103,831.049,20.564,0.019,0.778,0.028,0.432,0.022,6891.0
6856,795.788,833.611,20.813,0.015,0.793,0.034,0.517,0.023,6892.0
6857,329.812,830.926,21.183,0.027,0.805,0.055,0.539,0.038,6893.0
6858,192.084,831.198,21.959,0.047,0.867,0.075,0.611,0.066,6894.0
6859,578.033,831.63,21.322,0.031,0.828,0.078,0.516,0.054,6895.0
6860,717.035,832.349,20.739,0.032,0.781,0.05,0.497,0.041,6896.0
6861,882.258,832.7,22.041,0.049,0.836,0.092,0.721,0.071,6897.0
6862,434.514,835.77,19.529,0.016,0.779,0.034,0.18,0.059,6898.0
6863,510.652,833.098,20.609,0.042,0.711,0.065,0.549,0.053,6899.0
6864,472.982,833.804,21.434,0.034,0.87,0.061,0.556,0.046,6900.0
6865,378.808,834.012,20.476,0.02,0.781,0.036,0.502,0.029,6901.0
6866,547.775,833.941,21.673,0.053,0.893,0.071,0.64,0.072,6902.0
6867,847.582,834.401,21.303,0.025,0.757,0.048,0.642,0.039,6903.0
6868,272.285,834.205,21.632,0.038,0.731,0.06,0.584,0.052,6904.0
6869,516.692,834.808,20.387,0.07,0.433,0.076,0.935,0.073,6905.0
6870,477.81,834.928,20.338,0.014,0.8,0.03,0.476,0.018,6906.0
6871,385.567,837.992,19.266,0.011,0.408,0.022,0.081,0.039,6907.0
6872,411.279,839.439,19.608,0.018,0.739,0.033,0.458,0.028,6909.0
6873,347.988,836.08,20.773,0.034,0.729,0.071,0.558,0.043,6911.0
6874,485.54,836.198,20.582,0.036,0.766,0.044,0.559,0.039,6912.0
6875,452.039,836.589,20.196,0.034,0.732,0.049,0.687,0.039,6913.0
6876,907.782,836.965,21.926,0.041,0.987,0.065,0.515,0.058,6914.0
6877,281.836,836.745,20.631,0.026,1.063,0.035,0.851,0.033,6915.0
6878,429.168,837.387,20.899,0.035,0.809,0.066,0.569,0.044,6917.0
6879,400.836,838.183,21.216,0.035,1.117,0.087,0.747,0.047,6918.0
6880,300.465,838.828,19.912,0.011,0.728,0.02,0.48,0.014,6919.0
6881,127.345,839.163,21.502,0.04,0.899,0.057,0.583,0.05,6920.0
6882,565.053,839.733,20.887,0.025,0.743,0.042,0.509,0.037,6921.0
6883,183.034,839.54,20.375,0.021,0.637,0.033,0.467,0.029,6922.0
6884,313.022,840.032,20.966,0.036,0.686,0.062,0.577,0.046,6923.0
6885,638.437,840.415,21.319,0.027,0.792,0.052,0.567,0.04,6924.0
6886,233.309,840.21,20.559,0.016,0.698,0.036,0.539,0.022,6925.0
6887,422.865,840.942,22.012,0.052,1.004,0.103,0.653,0.073,6927.0
6888,553.715,841.771,19.81,0.04,0.619,0.064,0.467,0.049,6929.0
6889,481.504,841.9,21.23,0.049,0.812,0.074,0.668,0.068,6930.0
6890,625.291,842.42,21.71,0.035,0.824,0.064,0.689,0.05,6931.0
6891,377.233,842.231,21.526,0.071,0.82,0.098,0.555,0.09,6932.0
6892,794.387,843.133,21.753,0.042,0.839,0.062,0.657,0.071,6934.0
6893,792.416,845.064,21.789,0.05,0.799,0.071,0.438,0.076,6935.0
6894,868.686,844.345,20.9,0.02,0.73,0.037,0.512,0.028,6936.0
6895,160.272,844.157,21.458,0.031,0.849,0.05,0.58,0.043,6937.0
6896,308.573,844.177,21.899,0.05,0.769,0.09,0.584,0.063,6938.0
6897,150.436,844.546,19.348,0.009,0.838,0.016,0.635,0.013,6939.0
6898,341.999,844.788,20.257,0.059,0.595,0.081,0.778,0.063,6940.0
6899,212.035,845.743,20.139,0.013,0.715,0.024,0.489,0.018,6942.0
6900,812.58,846.209,18.196,0.004,0.81,0.01,0.668,0.006,6943.0
6901,230.87,846.354,20.915,0.028,0.732,0.063,0.607,0.038,6944.0
6902,613.512,846.46,18.157,0.015,0.863,0.024,0.698,0.023,6945.0
6903,573.435,846.722,19.983,0.014,0.753,0.024,0.456,0.031,6946.0
6904,785.214,846.794,21.619,0.038,0.719,0.07,0.623,0.054,6947.0
6905,471.167,846.893,19.968,0.054,0.57,0.065,0.425,0.076,6948.0
6906,269.543,847.007,21.323,0.044,0.819,0.098,0.656,0.056,6949.0
6907,511.397,848.948,21.326,0.029,1.273,0.048,0.829,0.045,6950.0
6908,825.92,849.337,21.242,0.025,0.748,0.041,0.595,0.038,6951.0
6909,363.535,850.158,21.817,0.051,0.975,0.1,0.584,0.07,6952.0
6910,861.844,850.448,21.494,0.033,0.691,0.055,0.654,0.043,6953.0
6911,830.434,852.38,21.713,0.053,0.749,0.077,0.756,0.08,6955.0
6912,671.756,853.095,19.794,0.012,0.736,0.022,0.441,0.018,6956.0
6913,321.514,853.495,20.742,0.031,0.727,0.073,0.49,0.041,6957.0
6914,355.468,855.891,20.236,0.013,0.737,0.025,0.212,0.054,6959.0
6915,299.616,854.013,19.787,0.034,0.622,0.044,0.512,0.044,6960.0
6916,555.694,854.726,20.173,0.021,0.682,0.032,0.476,0.025,6961.0
6917,541.858,855.272,20.676,0.022,0.785,0.034,0.489,0.032,6962.0
6918,266.269,854.996,21.491,0.033,0.824,0.054,0.547,0.048,6963.0
6919,251.265,855.395,20.878,0.03,0.824,0.057,0.296,0.052,6964.0
6920,869.799,856.113,21.147,0.029,0.678,0.045,0.489,0.034,6965.0
6921,737.622,856.978,21.26,0.023,0.889,0.051,0.435,0.03,6967.0
6922,615.928,857.122,20.617,0.023,0.782,0.041,0.542,0.029,6968.0
6923,242.872,857.672,19.531,0.023,0.752,0.03,0.517,0.032,6969.0
6924,835.789,857.883,20.281,0.018,0.675,0.03,0.497,0.023,6970.0
6925,427.8,860.351,20.813,0.02,0.75,0.034,0.45,0.026,6971.0
6926,448.792,860.46,19.225,0.007,0.621,0.013,0.413,0.009,6972.0
6927,527.534,861.619,19.778,0.033,0.673,0.056,0.485,0.045,6974.0
6928,745.233,862.393,19.806,0.014,0.725,0.023,0.485,0.019,6976.0
6929,788.574,863.083,19.675,0.016,0.713,0.027,0.51,0.02,6977.0
6930,471.161,863.078,20.77,0.028,0.833,0.051,0.537,0.038,6978.0
6931,400.274,863.975,20.577,0.044,0.733,0.074,0.571,0.057,6979.0
6932,488.753,864.424,20.299,0.036,0.663,0.051,0.498,0.05,6980.0
6933,363.099,864.505,21.217,0.044,0.771,0.062,0.537,0.054,6981.0
6934,147.794,864.661,21.401,0.061,0.768,0.087,0.594,0.076,6982.0
6935,905.806,864.942,21.329,0.026,0.748,0.055,0.498,0.043,6983.0
6936,681.693,865.142,20.913,0.028,0.746,0.043,0.487,0.042,6984.0
6937,569.181,865.097,20.008,0.016,0.902,0.026,0.574,0.021,6985.0
6938,719.001,865.128,20.32,0.019,0.692,0.037,0.479,0.025,6986.0
6939,598.578,865.435,19.953,0.037,0.672,0.056,0.51,0.05,6987.0
6940,813.864,865.349,21.813,0.041,0.929,0.074,0.667,0.055,6988.0
6941,844.976,865.581,20.048,0.009,0.697,0.018,0.393,0.017,6989.0
6942,761.036,866.424,17.471,0.006,1.006,0.01,0.753,0.008,6991.0
6943,762.253,869.472,16.873,0.004,1.026,0.008,0.803,0.005,6992.0
6944,868.211,867.029,21.149,0.031,0.729,0.054,0.52,0.04,6994.0
6945,60.026,866.992,19.95,0.022,0.618,0.038,0.545,0.032,6995.0
6946,282.818,868.466,21.284,0.035,0.766,0.057,0.422,0.062,6997.0
6947,305.435,868.248,21.098,0.025,0.742,0.042,0.497,0.03,6998.0
6948,428.92,868.538,20.642,0.023,0.696,0.035,0.451,0.029,6999.0
6949,216.242,868.486,20.334,0.024,0.742,0.049,0.545,0.029,7000.0
6950,713.422,868.982,21.234,0.023,0.803,0.049,0.459,0.032,7001.0
6951,629.663,869.923,21.346,0.12,0.504,0.126,1.032,0.126,7002.0
6952,746.921,869.984,20.965,0.036,0.771,0.057,0.582,0.053,7003.0
6953,586.649,869.768,21.756,0.053,0.925,0.068,0.752,0.068,7004.0
6954,580.396,871.427,18.992,0.011,0.918,0.014,0.673,0.014,7006.0
6955,813.642,872.933,21.141,0.024,0.74,0.045,0.535,0.035,7007.0
6956,136.283,873.215,20.406,0.025,0.697,0.052,0.485,0.035,7008.0
6957,340.339,873.5,19.585,0.017,0.729,0.034,0.536,0.024,7009.0
6958,287.773,873.775,21.799,0.043,0.711,0.075,0.691,0.058,7010.0
6959,290.783,875.77,21.35,0.031,0.942,0.054,0.4,0.041,7011.0
6960,959.595,874.155,20.61,0.024,0.657,0.042,0.475,0.03,7012.0
6961,707.527,874.582,22.034,0.055,0.792,0.106,0.595,0.07,7013.0
6962,184.559,877.836,20.136,0.032,0.617,0.039,0.441,0.045,7014.0
6963,448.586,875.008,21.309,0.034,0.793,0.055,0.532,0.042,7015.0
6964,699.66,875.888,21.555,0.035,0.807,0.059,0.528,0.048,7016.0
6965,440.922,875.915,20.293,0.056,0.699,0.084,0.53,0.084,7017.0
6966,676.863,876.563,21.748,0.036,0.767,0.069,0.591,0.055,7019.0
6967,882.092,877.816,19.58,0.016,0.679,0.026,0.484,0.023,7020.0
6968,371.349,878.075,20.411,0.027,0.74,0.043,0.457,0.038,7021.0
6969,833.454,881.326,19.229,0.041,0.358,0.049,0.198,0.062,7023.0
6970,603.927,879.785,21.122,0.036,0.764,0.073,0.542,0.053,7024.0
6971,443.117,880.572,21.346,0.027,0.768,0.044,0.493,0.043,7025.0
6972,684.33,880.965,20.746,0.021,0.688,0.04,0.542,0.028,7026.0
6973,392.664,881.156,21.544,0.042,0.819,0.068,0.541,0.053,7027.0
6974,735.695,881.781,20.066,0.075,0.74,0.118,0.894,0.092,7028.0
6975,530.922,881.635,20.912,0.024,0.882,0.043,0.548,0.038,7029.0
6976,226.612,882.303,20.282,0.014,0.673,0.028,0.51,0.021,7030.0
6977,379.445,882.825,21.066,0.037,0.756,0.059,0.564,0.05,7031.0
6978,43.825,883.283,21.288,0.026,0.76,0.042,0.496,0.034,7032.0
6979,192.585,883.476,19.755,0.01,0.921,0.016,0.794,0.015,7033.0
6980,657.305,884.264,21.128,0.027,0.8,0.047,0.552,0.041,7034.0
6981,766.266,884.212,21.74,0.041,0.936,0.062,0.55,0.055,7035.0
6982,248.704,884.173,19.796,0.015,0.699,0.03,0.55,0.02,7036.0
6983,891.032,884.527,21.319,0.036,0.816,0.054,0.414,0.048,7037.0
6984,802.113,885.007,21.675,0.078,0.731,0.097,0.646,0.102,7038.0
6985,606.035,888.294,19.749,0.014,0.713,0.02,0.321,0.047,7039.0
6986,365.965,885.182,21.925,0.054,0.967,0.076,0.673,0.073,7041.0
6987,675.657,890.494,21.547,0.049,1.083,0.07,0.532,0.061,7043.0
6988,756.361,888.17,18.73,0.004,0.957,0.011,0.705,0.006,7045.0
6989,616.537,888.113,20.646,0.042,0.7,0.07,0.531,0.055,7046.0
6990,635.764,889.665,20.384,0.074,0.38,0.077,0.498,0.098,7047.0
6991,284.758,888.882,19.729,0.014,0.702,0.022,0.524,0.021,7048.0
6992,256.707,889.784,19.796,0.014,0.747,0.028,0.46,0.022,7049.0
6993,273.916,890.475,21.185,0.049,0.686,0.089,0.597,0.067,7050.0
6994,846.992,890.543,20.291,0.029,0.677,0.042,0.507,0.041,7051.0
6995,507.22,891.513,20.365,0.029,0.717,0.04,0.453,0.036,7054.0
6996,769.958,892.039,20.656,0.016,0.715,0.031,0.528,0.022,7055.0
6997,379.23,891.866,20.196,0.031,0.738,0.047,0.529,0.042,7056.0
6998,610.634,892.358,20.503,0.016,0.764,0.027,0.206,0.055,7057.0
6999,177.196,892.969,21.477,0.053,0.708,0.074,0.665,0.078,7059.0
7000,900.432,893.224,20.322,0.01,0.749,0.027,0.558,0.018,7060.0
7001,903.431,894.835,21.319,0.043,0.88,0.08,0.438,0.064,7061.0
7002,36.861,894.354,16.794,0.005,0.235,0.013,0.121,0.006,7063.0
7003,802.738,895.209,21.026,0.082,0.703,0.122,0.737,0.109,7064.0
7004,518.308,895.531,20.318,0.052,0.529,0.056,0.453,0.072,7065.0
7005,849.285,896.682,18.278,0.02,0.941,0.029,0.777,0.033,7068.0
7006,225.692,897.614,17.221,0.008,1.007,0.014,0.789,0.011,7070.0
7007,865.011,898.311,20.923,0.026,0.664,0.042,0.509,0.035,7071.0
7008,708.147,898.538,20.108,0.033,0.757,0.056,0.607,0.039,7072.0
7009,449.312,899.136,18.863,0.012,0.919,0.021,0.679,0.016,7073.0
7010,374.521,899.214,16.942,0.003,0.225,0.009,0.095,0.004,7074.0
7011,672.804,899.417,20.084,0.014,0.688,0.023,0.513,0.018,7075.0
7012,746.613,900.083,18.569,0.091,0.608,0.13,0.689,0.101,7076.0
7013,104.531,900.401,21.118,0.038,0.662,0.069,0.62,0.057,7077.0
7014,475.549,901.93,22.032,0.053,0.923,0.079,0.495,0.069,7078.0
7015,111.661,902.164,20.979,0.032,0.787,0.048,0.544,0.044,7079.0
7016,279.483,902.262,21.554,0.033,0.957,0.05,0.557,0.044,7080.0
7017,595.724,902.675,21.643,0.056,0.843,0.086,0.58,0.073,7081.0
7018,553.253,903.627,17.157,0.004,0.145,0.009,0.037,0.005,7082.0
7019,313.453,907.933,20.464,0.015,0.67,0.03,0.467,0.027,7085.0
7020,453.723,904.331,20.897,0.058,0.701,0.11,0.599,0.071,7086.0
7021,291.279,904.585,21.478,0.072,0.728,0.103,0.753,0.101,7087.0
